Specie,X,Y
Panthera leo,32.068555,-27.764724
Panthera leo,31.343977,-24.348161
Crocuta crocuta,31.03435,-22.687641
Panthera leo,22.187191,-34.072221
Panthera leo,26.153898,-24.703881
Hyaena brunnea,27.128922,-25.320839
Lycaon pictus,31.443154,-25.433428
Lycaon pictus,31.549231,-23.989527
Panthera pardus,31.864605,-28.39145
Acinonyx jubatus,31.591365,-24.442031
Suricata suricatta,20.350687,-25.029718
Crocuta crocuta,32.214542,-27.602907
Lycaon pictus,32.151141,-27.645697
Acinonyx jubatus,28.42743,-25.55907
Panthera leo,31.915323,-25.375387
Crocuta crocuta,27.586251,-24.312571
Mungos mungo,27.1031,-24.028958
Panthera pardus,30.946107,-22.945425
Panthera pardus,31.564204,-25.416066
Atilax paludinosus,22.425699,-33.3535
Galerella sanguinea,31.532161,-25.286257
Panthera leo,31.925838,-25.181836
Cynictis penicillata,20.475217,-34.36443
Panthera leo,31.420737,-24.53376
Mungos mungo,27.504192,-24.384723
Panthera leo,31.82839,-24.356246
Crocuta crocuta,26.265325,-24.72253
Panthera leo,31.535359,-23.92462
Panthera leo,31.051839,-24.406995
Galerella sanguinea,28.300959,-25.878004
Panthera leo,30.880287,-24.325483
Panthera leo,29.802247,-28.586466
Acinonyx jubatus,31.714591,-24.686715
Crocuta crocuta,31.530028,-25.054877
Crocuta crocuta,31.688868,-24.93412
Mungos mungo,30.92138,-29.846554
Panthera pardus,31.884395,-28.376311
Caracal caracal,28.419917,-25.912553
Galerella sanguinea,27.92623,-25.897011
Civettictis civetta,30.655467,-24.146743
Cynictis penicillata,20.564586,-28.749471
Atilax paludinosus,22.461672,-33.941719
Acinonyx jubatus,28.330289,-25.22744
Panthera leo,31.419691,-25.519094
Caracal caracal,19.502405,-32.779077
Panthera leo,22.103465,-34.163366
Panthera leo,31.967307,-25.38069
Helogale parvula,26.237737,-24.768768
Caracal caracal,18.13476,-33.228614
Mungos mungo,31.246758,-29.43131
Panthera leo,25.603213,-33.456443
Mungos mungo,31.197286,-29.541894
Crocuta crocuta,31.4107,-25.1121
Ictonyx striatus,22.542155,-33.187778
Crocuta crocuta,32.341997,-28.035864
Ictonyx striatus,22.083889,-33.967778
Panthera leo,31.511148,-24.48602
Mungos mungo,32.410317,-28.386803
Mungos mungo,31.368458,-29.271786
Crocuta crocuta,31.501014,-24.983628
Panthera leo,31.293616,-23.280366
Genetta tigrina,22.606833,-33.970862
Cynictis penicillata,27.200822,-28.276162
Civettictis civetta,29.053981,-24.041967
Felis catus,28.804155,-30.341055
Proteles cristata,24.092315,-30.753849
Galerella sanguinea,31.854796,-24.746933
Panthera leo,31.90309,-25.367041
Caracal caracal,18.427925,-33.989535
Civettictis civetta,27.653786,-23.679994
Caracal caracal,29.749722,-23.001389
Galerella pulverulenta,19.477963,-34.531045
Panthera leo,31.432491,-25.296354
Panthera pardus,31.536235,-23.894028
Galerella sanguinea,28.306044,-25.880123
Lycaon pictus,31.558517,-24.407314
Crocuta crocuta,31.463356,-25.100596
Panthera pardus,31.867683,-25.022928
Helogale parvula,31.676195,-24.963472
Suricata suricatta,21.804894,-26.966736
Panthera leo,20.030555,-25.984982
Otocyon megalotis,20.840767,-34.051121
Vulpes chama,18.45828,-33.675304
Herpestes ichneumon,22.462796,-33.943547
Felis silvestris,22.066921,-34.024141
Caracal caracal,18.459487,-34.292574
Genetta tigrina,18.38899,-33.93534
Panthera pardus,19.623759,-33.280843
Crocuta crocuta,20.62796,-25.434791
Mungos mungo,30.171928,-22.606665
Mungos mungo,32.408264,-28.353992
Lycaon pictus,31.617279,-24.896402
Panthera pardus,31.206393,-24.755737
Panthera pardus,24.593662,-33.669764
Felis catus,18.865691,-33.936182
Mellivora capensis,30.862415,-24.65604
Atilax paludinosus,22.4618,-33.942466
Aonyx capensis,18.432014,-34.159851
Galerella sanguinea,30.980427,-24.125707
Panthera pardus,31.448294,-25.500967
Galerella pulverulenta,18.499243,-34.058105
Cynictis penicillata,25.596717,-31.567177
Crocuta crocuta,31.77106,-24.492089
Panthera pardus,31.873945,-24.742649
Hyaena brunnea,20.597905,-25.420759
Panthera pardus,31.639714,-24.089229
Panthera leo,25.772977,-33.415253
Ictonyx striatus,18.731882,-33.995227
Suricata suricatta,20.655361,-26.117264
Cynictis penicillata,20.228577,-24.95867
Panthera leo,19.931256,-33.256754
Mungos mungo,32.676588,-27.543075
Acinonyx jubatus,20.396911,-26.383271
Suricata suricatta,25.75058,-33.483429
Panthera leo,31.461905,-23.907257
Panthera leo,31.251968,-24.440615
Galerella pulverulenta,18.432807,-33.989422
Panthera leo,31.380677,-24.573127
Panthera leo,31.456024,-24.933024
Lycaon pictus,31.475638,-24.441644
Galerella sanguinea,20.406915,-25.605782
Aonyx capensis,18.930493,-34.061405
Suricata suricatta,25.752714,-33.423794
Leptailurus serval,31.614941,-24.563878
Genetta genetta,25.199915,-31.945853
Civettictis civetta,31.212467,-25.534629
Aonyx capensis,18.494411,-33.971182
Crocuta crocuta,31.71087,-24.108799
Acinonyx jubatus,26.113088,-33.57215
Galerella sanguinea,31.219435,-22.457579
Genetta genetta,31.5747,-23.8582
Acinonyx jubatus,20.230023,-25.97188
Acinonyx jubatus,31.513967,-24.948389
Crocuta crocuta,31.76319,-24.347714
Galerella sanguinea,26.540972,-28.839297
Cynictis penicillata,25.610182,-26.594591
Panthera pardus,31.430119,-25.582856
Helogale parvula,31.500393,-24.432993
Galerella pulverulenta,18.504118,-34.061217
Panthera leo,31.96715,-28.384322
Atilax paludinosus,22.463581,-33.945688
Crocuta crocuta,31.591886,-24.996448
Crocuta crocuta,31.515319,-24.87695
Mungos mungo,27.219511,-25.253964
Panthera leo,20.459361,-25.340213
Caracal caracal,18.05518,-33.177723
Herpestes ichneumon,19.5211,-34.139
Suricata suricatta,25.797223,-33.463573
Acinonyx jubatus,20.184071,-25.988772
Panthera pardus,31.488714,-23.147453
Helogale parvula,31.591886,-24.996448
Felis silvestris,26.69484,-26.755621
Panthera pardus,19.27799,-33.284476
Panthera pardus,19.118549,-33.632358
Crocuta crocuta,31.720409,-24.152741
Caracal caracal,17.581597,-29.892136
Acinonyx jubatus,29.679975,-24.610611
Hyaena brunnea,25.471741,-32.185202
Galerella pulverulenta,18.121965,-33.160573
Mungos mungo,31.198793,-24.176043
Mungos mungo,30.986852,-29.628071
Panthera pardus,31.406125,-23.870975
Panthera pardus,19.004589,-32.482409
Mellivora capensis,31.779809,-24.393012
Galerella pulverulenta,19.940134,-34.628782
Lycaon pictus,31.580876,-24.986279
Panthera leo,32.4846,-27.032087
Panthera pardus,23.446078,-33.480075
Crocuta crocuta,31.55474,-23.988385
Felis silvestris,31.778126,-24.393428
Cynictis penicillata,26.422611,-33.637606
Mungos mungo,32.079245,-28.786534
Genetta genetta,28.036864,-26.159742
Crocuta crocuta,31.328548,-25.153384
Acinonyx jubatus,28.355068,-25.565995
Panthera leo,31.729813,-24.1724
Panthera leo,26.505178,-33.444942
Panthera pardus,31.53755,-23.843093
Panthera leo,25.751494,-33.496449
Panthera leo,31.632438,-24.965023
Crocuta crocuta,31.621875,-25.21489
Crocuta crocuta,31.557069,-24.679917
Crocuta crocuta,31.387919,-25.218372
Helogale parvula,31.165659,-23.945568
Panthera pardus,31.571214,-23.982018
Panthera leo,31.946144,-25.191814
Galerella sanguinea,31.961135,-28.27738
Ictonyx striatus,31.791292,-25.819454
Caracal caracal,25.84113,-33.551772
Panthera pardus,19.273354,-34.177682
Aonyx capensis,18.897895,-33.945362
Felis silvestris,31.915379,-25.11986
Suricata suricatta,20.493666,-25.828196
Mungos mungo,31.049371,-29.728047
Otocyon megalotis,18.811569,-33.353961
Panthera leo,31.683389,-24.372867
Felis silvestris,27.088635,-25.241799
Cynictis penicillata,19.734886,-34.275061
Panthera pardus,20.550055,-25.950823
Galerella pulverulenta,18.44623,-34.196863
Suricata suricatta,24.836198,-32.458421
Panthera leo,31.429293,-24.848346
Atilax paludinosus,20.335844,-33.871596
Panthera pardus,26.265172,-24.799205
Mungos mungo,31.208481,-29.511384
Caracal caracal,18.599432,-33.877869
Lycaon pictus,26.206915,-24.694896
Suricata suricatta,20.000574,-25.766619
Panthera leo,31.289927,-24.588339
Panthera leo,25.499376,-32.264866
Crocuta crocuta,31.574212,-25.05251
Lycaon pictus,31.39568,-24.47581
Cynictis penicillata,20.405404,-34.457105
Panthera leo,32.154804,-27.900031
Galerella sanguinea,32.191069,-26.884772
Galerella sanguinea,31.398836,-24.474856
Panthera leo,22.280001,-27.305126
Panthera pardus,18.978589,-34.124414
Panthera pardus,31.329747,-22.511715
Cynictis penicillata,25.441983,-32.265385
Hyaena brunnea,29.337796,-22.356212
Panthera leo,31.610628,-25.012874
Panthera leo,26.540875,-33.123712
Panthera pardus,20.554954,-33.544084
Galerella pulverulenta,18.929431,-34.355928
Panthera pardus,31.42414,-25.572612
Panthera pardus,31.46889,-24.967091
Crocuta crocuta,31.55474,-23.988385
Aonyx capensis,18.382759,-34.257183
Crocuta crocuta,20.57597,-26.270317
Panthera leo,31.805476,-25.11421
Cynictis penicillata,28.172658,-25.911088
Panthera leo,31.897441,-28.34421
Panthera leo,31.865881,-24.24257
Panthera pardus,20.558027,-26.130931
Acinonyx jubatus,31.805493,-28.332447
Acinonyx jubatus,31.371164,-23.149069
Lycaon pictus,31.519625,-23.501098
Atilax paludinosus,18.474504,-34.08858
Herpestes ichneumon,22.462584,-33.94389
Civettictis civetta,27.291053,-24.034081
Atilax paludinosus,19.014568,-33.744205
Panthera leo,31.837429,-25.257751
Galerella pulverulenta,22.492151,-32.332793
Civettictis civetta,27.828551,-24.486276
Cynictis penicillata,20.596596,-25.421743
Leptailurus serval,19.187206,-32.6461
Panthera pardus,31.419355,-23.835088
Mungos mungo,31.072842,-29.717709
Cynictis penicillata,28.302431,-25.812809
Helogale parvula,31.700137,-25.391054
Genetta tigrina,18.826993,-34.347445
Crocuta crocuta,31.48017,-24.743474
Panthera leo,31.791797,-25.25521
Otocyon megalotis,20.406915,-25.605782
Cynictis penicillata,20.000054,-25.765582
Galerella sanguinea,31.466774,-25.051095
Panthera leo,28.296651,-25.323229
Atilax paludinosus,22.461822,-33.941754
Panthera pardus,31.772708,-24.38606
Felis nigripes,25.592933,-29.54225
Proteles cristata,24.68709,-30.868549
Panthera leo,31.980167,-25.14139
Caracal caracal,19.288438,-33.399006
Galerella pulverulenta,22.599158,-33.991392
Crocuta crocuta,31.418674,-23.094113
Hyaena brunnea,28.313889,-24.807778
Crocuta crocuta,31.861519,-24.447951
Galerella pulverulenta,22.437405,-34.054948
Acinonyx jubatus,27.043795,-23.949342
Panthera leo,31.755267,-25.080945
Poecilogale albinucha,19.393163,-32.755997
Mungos mungo,32.451757,-28.112318
Panthera leo,20.546728,-25.815533
Felis silvestris,25.56377,-29.211923
Panthera pardus,19.057285,-32.48378
Crocuta crocuta,32.284699,-28.073193
Galerella sanguinea,31.59693,-24.99483
Crocuta crocuta,31.388113,-23.041805
Mungos mungo,30.7468,-30.2855
Aonyx capensis,18.431685,-34.159952
Galerella pulverulenta,25.750583,-33.618744
Panthera leo,31.70779,-24.364074
Cynictis penicillata,20.348671,-33.983075
Panthera pardus,31.979704,-24.396844
Crocuta crocuta,20.625915,-26.350102
Vulpes chama,20.350231,-26.010997
Galerella pulverulenta,18.02193,-33.14977
Mungos mungo,30.751327,-30.297557
Caracal caracal,18.38069,-34.129328
Mungos mungo,32.308636,-28.066449
Panthera leo,31.43851,-23.877231
Proteles cristata,25.437283,-32.262904
Lycaon pictus,31.535133,-25.364868
Panthera pardus,30.855868,-24.22821
Galerella sanguinea,28.281033,-24.86342
Cynictis penicillata,26.215583,-29.073174
Crocuta crocuta,31.635382,-24.592071
Panthera pardus,32.308418,-27.789626
Proteles cristata,17.590506,-29.956224
Helogale parvula,31.249227,-25.161388
Felis silvestris,21.152435,-33.650296
Atilax paludinosus,22.461521,-33.941719
Atilax paludinosus,31.303926,-29.362553
Acinonyx jubatus,20.703641,-33.670851
Panthera leo,31.138029,-24.566952
Crocuta crocuta,31.753855,-24.397024
Hyaena brunnea,29.634936,-22.980303
Panthera leo,31.597449,-24.829727
Panthera leo,20.715433,-26.050452
Felis catus,30.406314,-30.795847
Caracal caracal,18.597736,-33.880936
Crocuta crocuta,31.415501,-25.120748
Caracal caracal,18.38708,-34.264407
Proteles cristata,22.394256,-27.296129
Galerella pulverulenta,18.426726,-33.989993
Otocyon megalotis,20.611704,-26.472412
Mungos mungo,32.4184,-28.3742
Panthera leo,20.68778,-26.113968
Cynictis penicillata,27.772863,-25.965042
Galerella pulverulenta,18.06257,-33.117677
Galerella pulverulenta,18.086,-33.203772
Panthera leo,31.654065,-24.028199
Cynictis penicillata,29.317741,-25.761123
Genetta genetta,27.430535,-28.954593
Mungos mungo,31.77768,-24.393584
Panthera pardus,31.976469,-25.076742
Helogale parvula,30.992334,-24.617868
Otocyon megalotis,19.245248,-34.19956
Panthera leo,25.845854,-33.694575
Atilax paludinosus,27.842853,-26.088797
Cynictis penicillata,29.487596,-26.242923
Panthera pardus,30.640942,-24.071163
Civettictis civetta,28.309444,-24.809444
Caracal caracal,19.388249,-34.429094
Panthera leo,31.67224,-24.221724
Acinonyx jubatus,31.485987,-23.829985
Felis catus,20.529449,-34.142783
Ictonyx striatus,20.80132,-27.510132
Otocyon megalotis,27.496485,-24.296153
Galerella sanguinea,30.987017,-29.628023
Helogale parvula,31.291199,-25.139949
Panthera leo,31.720452,-24.159211
Panthera leo,32.137625,-28.197885
Crocuta crocuta,20.304806,-25.988228
Panthera leo,27.006034,-25.362404
Panthera pardus,31.963339,-24.539073
Genetta tigrina,22.090833,-33.966667
Cynictis penicillata,22.030478,-33.197581
Mungos mungo,32.450951,-28.314689
Crocuta crocuta,31.615278,-24.421697
Genetta tigrina,18.401588,-34.208439
Panthera leo,30.763058,-25.84185
Atilax paludinosus,31.204605,-29.551
Panthera leo,31.895864,-24.632475
Panthera pardus,31.587313,-24.969487
Crocuta crocuta,27.835801,-24.569316
Crocuta crocuta,31.698382,-24.119607
Caracal caracal,30.835735,-29.776503
Atilax paludinosus,18.464274,-34.085961
Panthera leo,21.985194,-34.063422
Herpestes ichneumon,22.461835,-33.942115
Mungos mungo,31.858837,-24.785947
Ictonyx striatus,27.038747,-30.248083
Panthera leo,31.879649,-25.255521
Crocuta crocuta,31.519411,-25.310717
Panthera leo,22.275758,-27.289726
Cynictis penicillata,25.784667,-33.416592
Panthera leo,24.825836,-32.292596
Lycaon pictus,31.692047,-24.114255
Caracal caracal,19.791377,-34.672654
Genetta genetta,28.529928,-23.065087
Mellivora capensis,31.886,-25.046
Aonyx capensis,18.49583,-34.060836
Cynictis penicillata,20.729837,-25.770519
Caracal caracal,20.604831,-34.12113
Crocuta crocuta,31.318561,-23.790888
Atilax paludinosus,25.558573,-32.030726
Panthera pardus,31.861288,-25.095498
Suricata suricatta,24.775028,-31.293954
Crocuta crocuta,31.374772,-23.478533
Mellivora capensis,20.572251,-25.621981
Mungos mungo,31.894976,-25.357791
Felis silvestris,20.357779,-33.998611
Proteles cristata,22.099156,-28.741272
Lycaon pictus,31.875715,-25.203543
Suricata suricatta,17.508579,-30.32348
Acinonyx jubatus,21.965998,-34.195245
Lycaon pictus,26.221761,-24.754171
Cynictis penicillata,28.090178,-25.158465
Caracal caracal,18.955559,-34.101596
Panthera pardus,31.693827,-25.13987
Cynictis penicillata,20.597024,-25.420927
Panthera pardus,31.893147,-25.045879
Panthera leo,24.96074,-32.409559
Genetta tigrina,22.461114,-33.943303
Panthera leo,31.812153,-25.356612
Panthera pardus,31.521,-24.883333
Leptailurus serval,29.865055,-29.352554
Felis silvestris,18.793394,-33.814494
Genetta genetta,28.118142,-24.200129
Caracal caracal,22.078886,-33.965279
Leptailurus serval,29.864531,-29.352818
Cynictis penicillata,24.320269,-29.167604
Genetta tigrina,18.42608,-34.08191
Lycaon pictus,31.801216,-24.450316
Crocuta crocuta,30.888061,-24.205108
Crocuta crocuta,31.416718,-25.103723
Mungos mungo,30.891838,-24.197808
Mungos mungo,28.351593,-25.343716
Proteles cristata,24.681935,-30.868195
Hyaena brunnea,29.347309,-22.326391
Mungos mungo,31.857712,-25.377653
Galerella pulverulenta,18.922873,-34.098927
Cynictis penicillata,30.09845,-27.218345
Panthera pardus,27.1002,-25.396844
Proteles cristata,24.63373,-30.88922
Panthera leo,30.769781,-24.022295
Atilax paludinosus,30.140281,-27.338076
Panthera leo,31.424038,-24.757835
Acinonyx jubatus,31.966123,-25.327299
Crocuta crocuta,31.644878,-24.980203
Otocyon megalotis,20.78743,-29.491078
Galerella pulverulenta,20.405252,-33.055626
Acinonyx jubatus,26.572918,-33.704223
Ictonyx striatus,20.051527,-34.560705
Galerella pulverulenta,18.808891,-33.81304
Galerella sanguinea,31.85325,-25.233799
Mungos mungo,31.079792,-24.532065
Panthera leo,31.570345,-24.940919
Panthera pardus,31.662344,-25.262992
Panthera pardus,31.618769,-24.094585
Mungos mungo,32.075133,-28.784786
Panthera leo,31.999443,-25.022476
Aonyx capensis,30.508812,-29.5089
Helogale parvula,31.621627,-24.977003
Mellivora capensis,31.159981,-22.399389
Genetta tigrina,20.251995,-34.373214
Suricata suricatta,30.07859,-25.39359
Panthera leo,32.246533,-27.658752
Galerella pulverulenta,18.826787,-34.347842
Helogale parvula,31.169229,-24.447483
Crocuta crocuta,31.75689,-24.877718
Helogale parvula,31.472086,-24.46468
Panthera pardus,31.548139,-23.830129
Suricata suricatta,20.611681,-26.471389
Galerella sanguinea,20.592526,-26.334832
Panthera pardus,31.194135,-22.706747
Lycaon pictus,31.699,-24.392
Ictonyx striatus,23.625309,-33.013757
Panthera leo,31.102198,-24.349024
Panthera leo,27.012671,-25.213724
Aonyx capensis,18.432445,-34.129203
Mungos mungo,30.867325,-25.377028
Panthera leo,26.252473,-33.544577
Mellivora capensis,19.549743,-33.853999
Atilax paludinosus,24.836794,-34.190746
Suricata suricatta,25.542654,-33.30847
Otocyon megalotis,19.922293,-32.232499
Caracal caracal,18.403401,-33.951706
Mungos mungo,31.353387,-24.215436
Mellivora capensis,31.55474,-23.988385
Acinonyx jubatus,32.162412,-27.655098
Panthera pardus,31.603918,-24.833649
Helogale parvula,31.744487,-24.605068
Galerella pulverulenta,18.903442,-34.354331
Felis catus,22.818031,-34.036539
Cynictis penicillata,20.144648,-24.890745
Mungos mungo,31.784653,-25.347862
Caracal caracal,28.376303,-25.299314
Lycaon pictus,31.475317,-24.38569
Ichneumia albicauda,30.532912,-25.359663
Otocyon megalotis,20.629487,-30.519449
Leptailurus serval,32.276461,-28.102861
Panthera leo,31.87541,-25.336682
Galerella sanguinea,31.501745,-23.894044
Crocuta crocuta,31.523163,-25.16698
Panthera leo,20.258673,-25.837502
Vulpes chama,18.488333,-33.830397
Genetta tigrina,18.38318,-34.263888
Hyaena brunnea,29.0044,-22.675158
Panthera leo,31.407511,-24.566635
Acinonyx jubatus,26.243744,-24.700573
Panthera leo,31.7613,-24.188677
Helogale parvula,30.761693,-24.330616
Genetta tigrina,18.412169,-34.101986
Leptailurus serval,28.343915,-24.049489
Proteles cristata,31.097899,-23.934297
Otocyon megalotis,29.210099,-22.210573
Acinonyx jubatus,32.083737,-27.862425
Crocuta crocuta,31.55474,-23.988385
Panthera leo,31.62773,-24.99868
Hyaena brunnea,28.907567,-23.953067
Panthera leo,26.105056,-33.555161
Felis silvestris,31.77941,-24.39506
Crocuta crocuta,25.75018,-33.455502
Caracal caracal,17.590121,-30.619702
Aonyx capensis,24.86177,-30.719612
Crocuta crocuta,32.328001,-27.824824
Crocuta crocuta,31.418108,-24.97726
Atilax paludinosus,18.500323,-34.059526
Ictonyx striatus,24.816628,-32.490935
Caracal caracal,20.572498,-34.45962
Cynictis penicillata,25.80056,-33.471901
Panthera pardus,28.150932,-24.867027
Acinonyx jubatus,31.748427,-24.500527
Proteles cristata,24.794877,-28.886426
Mungos mungo,31.759645,-25.365821
Caracal caracal,20.074695,-25.852718
Panthera leo,31.650399,-24.579152
Lycaon pictus,31.601795,-24.992445
Crocuta crocuta,31.506373,-23.929287
Galerella sanguinea,28.296351,-25.875854
Genetta tigrina,18.955858,-34.055906
Lycaon pictus,31.967967,-24.342562
Herpestes ichneumon,19.081283,-33.053704
Lycaon pictus,31.381663,-25.100406
Felis silvestris,31.777106,-24.393436
Suricata suricatta,29.454047,-26.219065
Panthera leo,31.504555,-24.944743
Mellivora capensis,32.428998,-28.368182
Crocuta crocuta,31.55474,-23.988385
Hyaena brunnea,25.472072,-32.191954
Canis lupus,30.016075,-28.732825
Galerella sanguinea,32.496582,-27.0073
Felis silvestris,30.93388,-24.21933
Panthera leo,27.149112,-25.200563
Lycaon pictus,31.880136,-25.330868
Panthera leo,31.470118,-23.465526
Helogale parvula,30.683821,-24.008232
Crocuta crocuta,31.618491,-24.628856
Crocuta crocuta,31.515444,-25.371365
Panthera leo,31.501964,-25.035177
Civettictis civetta,27.95618,-23.826711
Panthera pardus,20.582245,-26.461408
Mungos mungo,31.859103,-24.785615
Leptailurus serval,29.878592,-27.167037
Panthera pardus,31.529855,-23.682915
Panthera pardus,27.803446,-24.300586
Panthera leo,31.821113,-28.22269
Galerella pulverulenta,20.427989,-34.074449
Panthera leo,31.318503,-25.219761
Lycaon pictus,29.169076,-22.574797
Panthera leo,31.352567,-25.16062
Helogale parvula,31.7585,-24.88231
Hyaena brunnea,24.596173,-28.780122
Panthera leo,31.277944,-25.012445
Helogale parvula,31.52,-25.46
Panthera leo,22.471335,-32.321021
Galerella pulverulenta,25.771839,-33.45435
Panthera leo,32.14169,-27.668367
Mungos mungo,31.551359,-24.324862
Panthera pardus,28.079594,-24.840621
Caracal caracal,20.426606,-34.450401
Felis catus,32.538672,-27.413078
Cynictis penicillata,24.633879,-30.909678
Panthera pardus,18.923289,-34.052951
Panthera pardus,31.949015,-24.602845
Acinonyx jubatus,27.028296,-25.295498
Panthera leo,31.385378,-23.09912
Lycaon pictus,31.820114,-27.559637
Crocuta crocuta,28.307056,-25.400969
Panthera leo,31.306272,-23.574145
Lycaon pictus,31.430233,-23.121206
Helogale parvula,31.216847,-24.256403
Panthera leo,25.634627,-33.456464
Helogale parvula,28.836778,-24.020697
Galerella sanguinea,31.277729,-22.454264
Panthera leo,26.177328,-33.482621
Panthera leo,31.93058,-24.462309
Lycaon pictus,31.541482,-23.219828
Panthera leo,31.529383,-23.922873
Panthera leo,31.422085,-23.873847
Panthera leo,25.456697,-32.281466
Genetta tigrina,19.397704,-34.599769
Lycaon pictus,31.602092,-25.093805
Hyaena brunnea,27.169198,-25.26392
Galerella pulverulenta,18.627878,-33.875678
Panthera leo,25.407444,-32.301778
Panthera leo,27.118257,-25.379892
Atilax paludinosus,19.163033,-33.482667
Aonyx capensis,18.381885,-34.269222
Mellivora capensis,28.343881,-24.049495
Panthera pardus,30.755865,-24.119859
Panthera leo,31.953391,-25.118613
Panthera leo,31.401628,-23.928619
Crocuta crocuta,32.219831,-27.614386
Panthera leo,31.872845,-24.954248
Acinonyx jubatus,31.249254,-25.003904
Galerella pulverulenta,23.412205,-28.91392
Acinonyx jubatus,31.237439,-24.849026
Panthera pardus,31.892816,-25.188403
Galerella pulverulenta,18.472912,-34.089122
Cynictis penicillata,20.240153,-25.963961
Genetta tigrina,22.46135,-33.942431
Otocyon megalotis,23.311545,-29.394328
Lycaon pictus,31.03701,-24.281234
Panthera leo,27.284666,-25.346554
Felis silvestris,22.013834,-34.056458
Panthera leo,31.914883,-25.117573
Acinonyx jubatus,20.450679,-25.253696
Panthera pardus,30.470683,-25.129879
Panthera pardus,31.543731,-25.075315
Crocuta crocuta,31.90097,-28.309616
Panthera pardus,31.511258,-24.132251
Cynictis penicillata,25.75058,-33.483429
Panthera pardus,32.396188,-28.495268
Crocuta crocuta,31.534089,-24.992511
Cynictis penicillata,19.752635,-33.194413
Panthera leo,31.583511,-23.920193
Panthera pardus,27.01852,-25.311689
Felis catus,18.932366,-33.734193
Panthera pardus,31.710668,-24.234492
Crocuta crocuta,31.551377,-23.869479
Galerella pulverulenta,18.427265,-33.990224
Panthera pardus,31.487315,-25.386747
Panthera pardus,31.902452,-25.38634
Atilax paludinosus,20.69217,-34.416073
Acinonyx jubatus,27.02573,-25.342571
Otocyon megalotis,20.653601,-26.190651
Caracal caracal,30.835893,-29.776552
Crocuta crocuta,31.27299,-25.155265
Galerella pulverulenta,22.502387,-32.331702
Crocuta crocuta,31.962313,-25.230807
Panthera leo,31.107633,-24.586335
Panthera leo,31.800851,-24.224244
Panthera leo,20.520276,-25.801897
Panthera pardus,31.472454,-24.816019
Panthera pardus,27.162681,-24.154257
Lycaon pictus,30.877069,-24.203553
Panthera leo,27.04029,-25.378444
Mellivora capensis,31.748183,-24.398537
Galerella pulverulenta,18.427334,-34.081504
Crocuta crocuta,31.507847,-24.990383
Felis silvestris,31.4104,-23.514812
Otocyon megalotis,20.512166,-32.571936
Mellivora capensis,31.781492,-24.415965
Suricata suricatta,30.141018,-27.32722
Felis catus,31.054931,-29.778622
Crocuta crocuta,26.169959,-24.753582
Panthera pardus,31.802113,-25.248107
Panthera leo,31.850957,-28.27345
Panthera pardus,18.84832,-32.356847
Felis catus,31.201207,-29.537114
Galerella sanguinea,25.708295,-25.583388
Panthera leo,30.706326,-23.882945
Panthera leo,31.275154,-25.004213
Otocyon megalotis,22.025293,-34.058008
Panthera pardus,31.580093,-25.386576
Galerella pulverulenta,18.964273,-34.31973
Mellivora capensis,31.479511,-25.397772
Helogale parvula,31.591862,-24.996245
Felis catus,28.230459,-25.752718
Atilax paludinosus,24.191612,-31.092123
Galerella sanguinea,31.796178,-24.657938
Crocuta crocuta,31.596587,-25.001364
Leptailurus serval,27.715453,-25.367155
Herpestes ichneumon,19.965446,-34.683695
Panthera leo,31.819776,-25.198163
Cynictis penicillata,20.418464,-26.039087
Galerella sanguinea,31.740862,-24.901157
Acinonyx jubatus,26.377534,-24.765915
Panthera leo,31.962086,-28.346279
Acinonyx jubatus,31.938985,-25.172228
Lycaon pictus,31.586314,-24.991923
Cynictis penicillata,29.688151,-27.898872
Crocuta crocuta,31.801583,-25.32053
Galerella pulverulenta,20.333483,-28.592616
Atilax paludinosus,31.255414,-29.425582
Aonyx capensis,28.317483,-28.176044
Canis lupus,29.948469,-24.555855
Panthera leo,27.018805,-25.224127
Caracal caracal,18.629438,-33.894269
Panthera leo,27.199859,-25.776728
Panthera leo,31.295671,-23.632108
Panthera leo,31.82304,-25.038785
Caracal caracal,18.533908,-33.971298
Helogale parvula,31.528528,-24.640488
Helogale parvula,31.812426,-24.684481
Galerella sanguinea,24.388606,-29.115459
Acinonyx jubatus,31.227016,-24.546885
Panthera pardus,30.610261,-24.01026
Otocyon megalotis,24.825,-28.877
Panthera leo,31.583337,-25.125393
Civettictis civetta,31.043584,-22.706339
Cynictis penicillata,18.856689,-33.342701
Suricata suricatta,26.322282,-26.828118
Galerella sanguinea,31.450536,-25.427041
Caracal caracal,18.416658,-33.958359
Hyaena brunnea,16.566645,-28.768375
Hyaena brunnea,27.088087,-25.249585
Panthera leo,31.201707,-25.022761
Crocuta crocuta,31.785472,-24.485669
Panthera leo,31.481307,-24.285419
Acinonyx jubatus,20.650912,-25.664579
Acinonyx jubatus,32.331594,-27.614107
Lycaon pictus,31.601785,-24.990185
Genetta tigrina,22.461822,-33.94268
Caracal caracal,20.370602,-33.992354
Cynictis penicillata,26.100478,-33.390445
Panthera leo,31.558605,-24.090184
Suricata suricatta,17.829279,-30.142459
Aonyx capensis,30.69978,-30.37492
Felis catus,29.202396,-23.679473
Panthera pardus,31.848709,-25.345096
Galerella sanguinea,27.039544,-24.039742
Galerella pulverulenta,18.441832,-34.250582
Cynictis penicillata,20.294959,-33.93107
