Specie,X,Y
Acinonyx jubatus,27.38416,-24.07587
Acinonyx jubatus,26.65792,-24.56236
Acinonyx jubatus,26.55167,-24.60635
Acinonyx jubatus,26.58383,-24.59122
Acinonyx jubatus,27.34408,-24.14257
Acinonyx jubatus,26.58363,-24.59096
Acinonyx jubatus,27.38975,-24.25694
Acinonyx jubatus,27.33006,-24.1787
Acinonyx jubatus,27.40566,-24.28767
Acinonyx jubatus,26.58366,-24.59091
Acinonyx jubatus,27.40958,-24.25261
Acinonyx jubatus,26.65872,-24.56273
Acinonyx jubatus,27.34157,-24.22433
Acinonyx jubatus,26.54054,-24.62219
Acinonyx jubatus,27.38088,-24.15121
Acinonyx jubatus,27.35424,-24.09176
Acinonyx jubatus,26.58363,-24.59095
Acinonyx jubatus,27.35424,-24.09176
Acinonyx jubatus,27.36995,-24.08305
Acinonyx jubatus,27.23644,-23.87628
Acinonyx jubatus,27.18817,-23.54312
Acinonyx jubatus,27.42891,-24.24122
Acinonyx jubatus,26.58362,-24.59095
Acinonyx jubatus,27.55159,-23.80057
Acinonyx jubatus,26.58382,-24.59104
Acinonyx jubatus,27.35424,-24.09176
Acinonyx jubatus,27.41223,-23.80653
Acinonyx jubatus,27.29144,-24.0443
Acinonyx jubatus,26.58369,-24.59105
Acinonyx jubatus,27.43495,-23.74468
Acinonyx jubatus,27.34936,-24.01411
Acinonyx jubatus,27.26742,-23.89464
Acinonyx jubatus,27.25185,-23.89198
Acinonyx jubatus,27.26769,-24.12001
Acinonyx jubatus,27.14466,-23.99924
Acinonyx jubatus,27.24184,-23.86502
Acinonyx jubatus,27.30064,-23.90584
Acinonyx jubatus,27.14852,-23.95461
Acinonyx jubatus,27.41384,-23.79174
Acinonyx jubatus,27.36276,-23.83779
Acinonyx jubatus,27.39455,-23.70681
Acinonyx jubatus,26.62952,-24.5727
Acinonyx jubatus,27.21591,-23.93571
Acinonyx jubatus,26.52743,-24.62772
Acinonyx jubatus,26.6337,-24.46076
Acinonyx jubatus,27.33127,-24.13894
Acinonyx jubatus,27.38802,-24.21784
Acinonyx jubatus,26.58364,-24.59095
Acinonyx jubatus,26.58366,-24.59099
Acinonyx jubatus,26.55459,-24.66177
Acinonyx jubatus,26.6644,-24.55766
Acinonyx jubatus,26.61134,-24.54291
Acinonyx jubatus,27.44827,-24.16467
Acinonyx jubatus,27.33436,-24.13824
Acinonyx jubatus,26.58369,-24.59101
Acinonyx jubatus,27.40099,-24.22947
Acinonyx jubatus,26.69813,-24.55111
Acinonyx jubatus,27.28808,-24.09035
Acinonyx jubatus,27.36636,-24.11724
Acinonyx jubatus,27.24083,-23.58689
Acinonyx jubatus,27.20384,-23.87912
Acinonyx jubatus,27.25552,-23.59464
Acinonyx jubatus,26.53909,-24.61413
Acinonyx jubatus,26.652,-24.56367
Acinonyx jubatus,27.20893,-23.92671
Acinonyx jubatus,27.41934,-23.79561
Acinonyx jubatus,26.58511,-24.57331
Acinonyx jubatus,26.5836,-24.59087
Acinonyx jubatus,26.58363,-24.59096
Acinonyx jubatus,26.58355,-24.59099
Acinonyx jubatus,26.5836,-24.59097
Acinonyx jubatus,27.20881,-23.88126
Acinonyx jubatus,27.377,-23.76796
Acinonyx jubatus,27.25135,-23.89322
Acinonyx jubatus,27.30115,-23.91434
Acinonyx jubatus,27.28978,-23.92212
Acinonyx jubatus,27.13884,-23.94466
Acinonyx jubatus,26.66389,-24.58972
Acinonyx jubatus,27.29762,-23.91362
Acinonyx jubatus,26.58368,-24.59103
Acinonyx jubatus,26.54559,-24.64588
Acinonyx jubatus,26.68609,-24.5575
Acinonyx jubatus,27.33957,-23.64821
Acinonyx jubatus,26.58378,-24.59109
Acinonyx jubatus,26.5836,-24.59088
Acinonyx jubatus,26.58363,-24.59093
Acinonyx jubatus,26.62735,-24.57222
Acinonyx jubatus,26.51516,-24.60773
Acinonyx jubatus,26.58351,-24.59099
Acinonyx jubatus,26.66258,-24.55611
Acinonyx jubatus,26.58355,-24.59108
Acinonyx jubatus,26.58356,-24.59088
Acinonyx jubatus,26.53533,-24.63655
Acinonyx jubatus,26.52039,-24.61583
Acinonyx jubatus,26.55696,-24.65626
Acinonyx jubatus,26.5836,-24.59102
Acinonyx jubatus,26.58359,-24.59099
Acinonyx jubatus,26.58376,-24.59093
Acinonyx jubatus,26.58366,-24.59101
Acinonyx jubatus,26.58354,-24.59095
Acinonyx jubatus,26.58427,-24.59048
Acinonyx jubatus,26.58378,-24.59109
Acinonyx jubatus,26.61122,-24.54273
Acinonyx jubatus,26.538,-24.64861
Acinonyx jubatus,26.56913,-24.52078
Acinonyx jubatus,26.69342,-24.55903
Acinonyx jubatus,26.68155,-24.56561
Acinonyx jubatus,26.58377,-24.59093
Acinonyx jubatus,26.61122,-24.54292
Acinonyx jubatus,26.53856,-24.62363
Acinonyx jubatus,26.68291,-24.53463
Acinonyx jubatus,26.5838,-24.59106
Acinonyx jubatus,26.60795,-24.59422
Acinonyx jubatus,26.58367,-24.59098
Acinonyx jubatus,26.5836,-24.59087
Acinonyx jubatus,26.59816,-24.58498
Acinonyx jubatus,26.58351,-24.59058
Acinonyx jubatus,26.60792,-24.59417
Acinonyx jubatus,26.65136,-24.56434
Acinonyx jubatus,26.62636,-24.57124
Acinonyx jubatus,26.58365,-24.59096
Acinonyx jubatus,26.58364,-24.59095
Acinonyx jubatus,26.58355,-24.59097
Acinonyx jubatus,26.61128,-24.54292
Acinonyx jubatus,26.53266,-24.62648
Acinonyx jubatus,26.58382,-24.59063
Acinonyx jubatus,26.58373,-24.59101
Acinonyx jubatus,26.81974,-24.38626
Acinonyx jubatus,26.6246,-24.5931
Acinonyx jubatus,26.58363,-24.59085
Acinonyx jubatus,26.58367,-24.59092
Acinonyx jubatus,26.58371,-24.59106
Acinonyx jubatus,26.58373,-24.591
Acinonyx jubatus,26.58369,-24.59102
Acinonyx jubatus,26.58374,-24.59107
Acinonyx jubatus,26.58357,-24.591
Acinonyx jubatus,26.58357,-24.59112
Acinonyx jubatus,26.58369,-24.59107
Acinonyx jubatus,26.58332,-24.5906
Acinonyx jubatus,26.58367,-24.59076
Acinonyx jubatus,26.763,-24.52063
Acinonyx jubatus,26.58369,-24.59102
Acinonyx jubatus,26.659,-24.56282
Acinonyx jubatus,26.64987,-24.56494
Acinonyx jubatus,26.68336,-24.57236
Acinonyx jubatus,26.58762,-24.56634
Acinonyx jubatus,26.58373,-24.59101
Acinonyx jubatus,26.58364,-24.59092
Acinonyx jubatus,26.64475,-24.55786
Acinonyx jubatus,26.61423,-24.55188
Acinonyx jubatus,26.54397,-24.60972
Acinonyx jubatus,26.64035,-24.49747
Acinonyx jubatus,26.5836,-24.59095
Acinonyx jubatus,26.52796,-24.60056
Acinonyx jubatus,26.58365,-24.59093
Acinonyx jubatus,26.58386,-24.59106
Acinonyx jubatus,26.58356,-24.59108
Acinonyx jubatus,26.53733,-24.62379
Acinonyx jubatus,26.59616,-24.54157
Acinonyx jubatus,26.64462,-24.5576
Acinonyx jubatus,26.58353,-24.59098
Acinonyx jubatus,26.5838,-24.59111
Acinonyx jubatus,26.63317,-24.48062
Acinonyx jubatus,26.58371,-24.59102
Acinonyx jubatus,26.67887,-24.57398
Acinonyx jubatus,26.5905,-24.59051
Acinonyx jubatus,26.81339,-24.40083
Acinonyx jubatus,26.58361,-24.59103
Acinonyx jubatus,26.5653,-24.6044
Acinonyx jubatus,26.5836,-24.59087
Acinonyx jubatus,26.58381,-24.59123
Acinonyx jubatus,26.66802,-24.56857
Acinonyx jubatus,26.65439,-24.59904
Acinonyx jubatus,26.52447,-24.62639
Acinonyx jubatus,26.58267,-24.51083
Acinonyx jubatus,26.52822,-24.62357
Acinonyx jubatus,26.53531,-24.62182
Acinonyx jubatus,26.58354,-24.5911
Acinonyx jubatus,26.59831,-24.59999
Acinonyx jubatus,26.60024,-24.56046
Acinonyx jubatus,26.52825,-24.62394
Acinonyx jubatus,26.61143,-24.54295
Acinonyx jubatus,26.60341,-24.59845
Acinonyx jubatus,26.58375,-24.59103
Acinonyx jubatus,26.58389,-24.59073
Acinonyx jubatus,26.58368,-24.59102
Acinonyx jubatus,26.51804,-24.61522
Acinonyx jubatus,26.58367,-24.59101
Acinonyx jubatus,26.6352,-24.57538
Acinonyx jubatus,26.58372,-24.59104
Acinonyx jubatus,26.54214,-24.64147
Acinonyx jubatus,26.58363,-24.59082
Acinonyx jubatus,26.57969,-24.5105
Acinonyx jubatus,26.51407,-24.60901
Acinonyx jubatus,26.63712,-24.55009
Acinonyx jubatus,26.54884,-24.61537
Acinonyx jubatus,26.55221,-24.64979
Acinonyx jubatus,26.59604,-24.54166
Acinonyx jubatus,26.58366,-24.5909
Acinonyx jubatus,26.58374,-24.59098
Acinonyx jubatus,26.5835,-24.59122
Acinonyx jubatus,26.58362,-24.59097
Acinonyx jubatus,26.5839,-24.59074
Acinonyx jubatus,26.5415,-24.63747
Acinonyx jubatus,26.61012,-24.58205
Acinonyx jubatus,26.58372,-24.59102
Acinonyx jubatus,26.58404,-24.59106
Acinonyx jubatus,26.58377,-24.59096
Acinonyx jubatus,26.58369,-24.59076
Acinonyx jubatus,26.58369,-24.59095
Acinonyx jubatus,26.58369,-24.59093
Acinonyx jubatus,26.63212,-24.57956
Acinonyx jubatus,26.5182,-24.61851
Acinonyx jubatus,26.63397,-24.57765
Acinonyx jubatus,26.58361,-24.59102
Acinonyx jubatus,26.67562,-24.39215
Acinonyx jubatus,26.61948,-24.57467
Acinonyx jubatus,26.52775,-24.62346
Acinonyx jubatus,26.64612,-24.56649
Acinonyx jubatus,26.58356,-24.59086
Acinonyx jubatus,26.55686,-24.65456
Acinonyx jubatus,26.58362,-24.59095
Acinonyx jubatus,26.66797,-24.5684
Acinonyx jubatus,26.58361,-24.59097
Acinonyx jubatus,26.58364,-24.59094
Acinonyx jubatus,26.58375,-24.59097
Acinonyx jubatus,26.53233,-24.62551
Acinonyx jubatus,26.5839,-24.59115
Acinonyx jubatus,26.58376,-24.59105
Acinonyx jubatus,26.68592,-24.55768
Acinonyx jubatus,26.62729,-24.57219
Acinonyx jubatus,26.58374,-24.59095
Acinonyx jubatus,26.61305,-24.54129
Acinonyx jubatus,26.70039,-24.55215
Acinonyx jubatus,26.5836,-24.59103
Acinonyx jubatus,26.53286,-24.62522
Acinonyx jubatus,26.58369,-24.59102
Acinonyx jubatus,26.65202,-24.56389
Acinonyx jubatus,26.65057,-24.5654
Acinonyx jubatus,26.5349,-24.64248
Acinonyx jubatus,26.65517,-24.57336
Acinonyx jubatus,26.58819,-24.58243
Acinonyx jubatus,26.63162,-24.58
Acinonyx jubatus,26.60817,-24.59421
Acinonyx jubatus,26.60463,-24.5351
Acinonyx jubatus,26.6593,-24.60255
Acinonyx jubatus,26.63707,-24.57377
Acinonyx jubatus,26.65801,-24.55998
Acinonyx jubatus,26.55284,-24.61145
Acinonyx jubatus,26.53167,-24.62428
Acinonyx jubatus,26.68977,-24.55991
Acinonyx jubatus,26.58757,-24.59301
Acinonyx jubatus,26.66364,-24.55042
Acinonyx jubatus,26.56144,-24.66719
Acinonyx jubatus,26.60086,-24.60198
Acinonyx jubatus,26.60885,-24.53637
Acinonyx jubatus,26.68454,-24.5378
Acinonyx jubatus,26.59041,-24.5905
Acinonyx jubatus,26.68172,-24.56556
Acinonyx jubatus,26.53108,-24.62468
Acinonyx jubatus,26.58364,-24.59102
Acinonyx jubatus,26.66356,-24.55478
Acinonyx jubatus,26.60855,-24.61605
Acinonyx jubatus,26.58367,-24.59095
Acinonyx jubatus,26.58378,-24.59099
Acinonyx jubatus,26.58366,-24.591
Acinonyx jubatus,26.58382,-24.59104
Acinonyx jubatus,26.58364,-24.59098
Acinonyx jubatus,26.58395,-24.59082
Acinonyx jubatus,26.52406,-24.62445
Acinonyx jubatus,27.42001,-24.16997
Acinonyx jubatus,26.67344,-24.57056
Acinonyx jubatus,26.59362,-24.59221
Acinonyx jubatus,27.30139,-24.11839
Acinonyx jubatus,27.42304,-24.23426
Acinonyx jubatus,26.58366,-24.59099
Acinonyx jubatus,26.58347,-24.59097
Acinonyx jubatus,26.58372,-24.59116
Acinonyx jubatus,26.58365,-24.59093
Acinonyx jubatus,26.58364,-24.59084
Acinonyx jubatus,26.58356,-24.59098
Acinonyx jubatus,26.80777,-24.3904
Acinonyx jubatus,26.58391,-24.59107
Acinonyx jubatus,26.5836,-24.59095
Acinonyx jubatus,26.58373,-24.59098
Acinonyx jubatus,26.58371,-24.59098
Acinonyx jubatus,26.5837,-24.59095
Acinonyx jubatus,26.58383,-24.59073
Acinonyx jubatus,26.58353,-24.59117
Acinonyx jubatus,26.58352,-24.59104
Acinonyx jubatus,26.53917,-24.6374
Acinonyx jubatus,26.58356,-24.59081
Acinonyx jubatus,26.54245,-24.60868
Acinonyx jubatus,26.5839,-24.59108
Acinonyx jubatus,26.64975,-24.57487
Acinonyx jubatus,26.58365,-24.59097
Acinonyx jubatus,26.67462,-24.56785
Acinonyx jubatus,27.40402,-24.21115
Acinonyx jubatus,26.58373,-24.59108
Acinonyx jubatus,27.36266,-24.23481
Acinonyx jubatus,26.58349,-24.59078
Acinonyx jubatus,27.41342,-24.23554
Acinonyx jubatus,26.5836,-24.59092
Acinonyx jubatus,26.58379,-24.59076
Acinonyx jubatus,26.58354,-24.59094
Acinonyx jubatus,27.41641,-24.25245
Acinonyx jubatus,26.5838,-24.5908
Acinonyx jubatus,26.58374,-24.59102
Acinonyx jubatus,26.58369,-24.59101
Acinonyx jubatus,26.58392,-24.59107
Acinonyx jubatus,26.58377,-24.59102
Acinonyx jubatus,26.58377,-24.59083
Acinonyx jubatus,27.34153,-24.22426
Acinonyx jubatus,26.58365,-24.59101
Acinonyx jubatus,26.58383,-24.59103
Acinonyx jubatus,27.33675,-24.22453
Acinonyx jubatus,26.58369,-24.59107
Acinonyx jubatus,27.3492,-24.1294
Acinonyx jubatus,27.44566,-24.20307
Acinonyx jubatus,26.63386,-24.46053
Acinonyx jubatus,27.33957,-24.0813
Acinonyx jubatus,26.5837,-24.59105
Acinonyx jubatus,26.70729,-24.54823
Acinonyx jubatus,26.59134,-24.53302
Acinonyx jubatus,27.34172,-24.1284
Acinonyx jubatus,26.58379,-24.59087
Acinonyx jubatus,26.58386,-24.59105
Acinonyx jubatus,27.36969,-24.27165
Acinonyx jubatus,26.52861,-24.62423
Acinonyx jubatus,27.33416,-24.14612
Acinonyx jubatus,26.58371,-24.59103
Acinonyx jubatus,26.58357,-24.59108
Acinonyx jubatus,27.38257,-24.07463
Acinonyx jubatus,26.58367,-24.59093
Acinonyx jubatus,27.40172,-24.11298
Acinonyx jubatus,27.42838,-24.2737
Acinonyx jubatus,26.58364,-24.59103
Acinonyx jubatus,26.58355,-24.59098
Acinonyx jubatus,26.58373,-24.59106
Acinonyx jubatus,26.58364,-24.59098
Acinonyx jubatus,27.414,-24.2454
Acinonyx jubatus,26.60572,-24.50656
Acinonyx jubatus,27.44145,-24.18469
Acinonyx jubatus,27.45173,-24.19708
Acinonyx jubatus,27.44669,-24.21085
Acinonyx jubatus,26.5837,-24.59105
Acinonyx jubatus,27.43445,-24.16559
Acinonyx jubatus,26.58367,-24.59104
Acinonyx jubatus,27.3435,-24.24451
Acinonyx jubatus,26.53226,-24.6313
Acinonyx jubatus,27.34031,-24.15838
Acinonyx jubatus,27.39623,-24.13034
Acinonyx jubatus,26.53821,-24.63875
Acinonyx jubatus,27.38814,-24.21588
Acinonyx jubatus,26.67972,-24.57412
Acinonyx jubatus,27.33313,-24.17414
Acinonyx jubatus,27.39386,-24.23247
Acinonyx jubatus,26.5838,-24.59103
Acinonyx jubatus,27.39389,-24.2332
Acinonyx jubatus,27.38045,-24.22774
Acinonyx jubatus,27.40262,-24.15588
Acinonyx jubatus,26.5837,-24.59093
Acinonyx jubatus,27.39386,-24.23196
Acinonyx jubatus,26.58356,-24.59095
Acinonyx jubatus,27.39358,-24.23184
Acinonyx jubatus,26.58364,-24.59098
Acinonyx jubatus,27.40267,-24.23106
Acinonyx jubatus,26.58374,-24.59078
Acinonyx jubatus,27.39386,-24.23238
Acinonyx jubatus,26.58353,-24.59105
Acinonyx jubatus,27.40916,-24.2707
Acinonyx jubatus,26.58362,-24.59096
Acinonyx jubatus,27.35886,-24.18234
Acinonyx jubatus,26.66188,-24.56233
Acinonyx jubatus,27.39389,-24.23196
Acinonyx jubatus,27.49547,-23.83381
Acinonyx jubatus,27.36753,-24.25709
Acinonyx jubatus,27.32762,-24.10094
Acinonyx jubatus,26.54435,-24.62375
Acinonyx jubatus,27.38031,-24.17368
Acinonyx jubatus,27.37995,-24.2654
Acinonyx jubatus,26.53506,-24.64369
Acinonyx jubatus,26.53535,-24.63655
Acinonyx jubatus,26.58348,-24.5909
Acinonyx jubatus,27.37501,-23.87565
Acinonyx jubatus,27.24601,-23.85475
Acinonyx jubatus,26.58348,-24.59075
Acinonyx jubatus,26.58362,-24.59097
Acinonyx jubatus,26.56638,-24.60427
Acinonyx jubatus,26.58376,-24.59084
Acinonyx jubatus,27.41409,-23.79201
Acinonyx jubatus,26.58367,-24.59092
Acinonyx jubatus,27.30021,-23.58052
Acinonyx jubatus,26.63391,-24.5776
Acinonyx jubatus,26.66167,-24.58966
Acinonyx jubatus,26.58357,-24.59114
Acinonyx jubatus,27.38386,-24.24848
Acinonyx jubatus,26.58367,-24.59089
Acinonyx jubatus,27.34137,-24.24125
Acinonyx jubatus,26.58361,-24.59084
Acinonyx jubatus,26.58366,-24.59107
Acinonyx jubatus,26.58363,-24.59095
Acinonyx jubatus,27.338,-24.16015
Acinonyx jubatus,26.58386,-24.59081
Acinonyx jubatus,26.60354,-24.57492
Acinonyx jubatus,26.58371,-24.59106
Acinonyx jubatus,26.58373,-24.59107
Acinonyx jubatus,26.58377,-24.59103
Acinonyx jubatus,27.38581,-24.13795
Acinonyx jubatus,26.58378,-24.59102
Acinonyx jubatus,27.40722,-24.25238
Acinonyx jubatus,26.58374,-24.59095
Acinonyx jubatus,26.58374,-24.59098
Acinonyx jubatus,26.63941,-24.55035
Acinonyx jubatus,27.44877,-24.27654
Acinonyx jubatus,27.40037,-24.23108
Acinonyx jubatus,26.58372,-24.59115
Acinonyx jubatus,26.55398,-24.65342
Acinonyx jubatus,26.58368,-24.591
Acinonyx jubatus,26.58374,-24.59094
Acinonyx jubatus,27.36941,-24.22267
Acinonyx jubatus,26.58369,-24.591
Acinonyx jubatus,26.58373,-24.59105
Acinonyx jubatus,26.58362,-24.59099
Acinonyx jubatus,26.58369,-24.59109
Acinonyx jubatus,26.58366,-24.59098
Acinonyx jubatus,27.33183,-24.08746
Acinonyx jubatus,26.5835,-24.59099
Acinonyx jubatus,26.58381,-24.59076
Acinonyx jubatus,27.4031,-24.29164
Acinonyx jubatus,26.58373,-24.59095
Acinonyx jubatus,27.31939,-24.12508
Acinonyx jubatus,26.58359,-24.59094
Acinonyx jubatus,26.58367,-24.59105
Acinonyx jubatus,26.58368,-24.591
Acinonyx jubatus,26.58383,-24.59098
Acinonyx jubatus,27.39536,-24.20397
Acinonyx jubatus,26.58373,-24.59096
Acinonyx jubatus,26.5837,-24.59101
Acinonyx jubatus,26.58387,-24.59135
Acinonyx jubatus,27.35607,-24.25373
Acinonyx jubatus,27.39392,-24.23236
Acinonyx jubatus,26.58361,-24.59104
Acinonyx jubatus,27.33979,-24.20181
Acinonyx jubatus,26.58365,-24.59096
Acinonyx jubatus,26.58359,-24.59095
Acinonyx jubatus,26.5838,-24.59079
Acinonyx jubatus,26.58373,-24.59083
Acinonyx jubatus,27.4118,-24.11988
Acinonyx jubatus,26.58358,-24.59088
Acinonyx jubatus,27.35896,-24.18232
Acinonyx jubatus,26.58361,-24.591
Acinonyx jubatus,26.58364,-24.59098
Acinonyx jubatus,26.58382,-24.5908
Acinonyx jubatus,26.55772,-24.6629
Acinonyx jubatus,26.60001,-24.53877
Acinonyx jubatus,26.58379,-24.59065
Acinonyx jubatus,26.58373,-24.59089
Acinonyx jubatus,26.58371,-24.59091
Acinonyx jubatus,27.39503,-24.23121
Acinonyx jubatus,27.39385,-24.23202
Acinonyx jubatus,27.35005,-23.79656
Acinonyx jubatus,26.58367,-24.59107
Acinonyx jubatus,26.58381,-24.59091
Acinonyx jubatus,26.58369,-24.59083
Acinonyx jubatus,27.23536,-23.87826
Acinonyx jubatus,26.58375,-24.59101
Acinonyx jubatus,26.58392,-24.59092
Acinonyx jubatus,26.58373,-24.59083
Acinonyx jubatus,26.50813,-24.61602
Acinonyx jubatus,26.58379,-24.59111
Acinonyx jubatus,26.53021,-24.61935
Acinonyx jubatus,26.58356,-24.59116
Acinonyx jubatus,26.66319,-24.54315
Acinonyx jubatus,26.55156,-24.6159
Acinonyx jubatus,26.57978,-24.51071
Acinonyx jubatus,26.59821,-24.58499
Acinonyx jubatus,26.65965,-24.57253
Acinonyx jubatus,26.58368,-24.59102
Acinonyx jubatus,26.64708,-24.56575
Acinonyx jubatus,26.58369,-24.59105
Acinonyx jubatus,26.58338,-24.59162
Acinonyx jubatus,26.58361,-24.59091
Acinonyx jubatus,26.66399,-24.58973
Acinonyx jubatus,26.58366,-24.59104
Acinonyx jubatus,26.59518,-24.59618
Acinonyx jubatus,26.63948,-24.54999
Acinonyx jubatus,26.54946,-24.59844
Acinonyx jubatus,26.51314,-24.60679
Acinonyx jubatus,26.57745,-24.58112
Acinonyx jubatus,26.58385,-24.59102
Acinonyx jubatus,26.58362,-24.591
Acinonyx jubatus,26.55442,-24.67654
Acinonyx jubatus,26.58362,-24.59103
Acinonyx jubatus,26.67222,-24.53972
Acinonyx jubatus,26.53035,-24.6237
Acinonyx jubatus,26.58362,-24.59092
Acinonyx jubatus,26.58362,-24.59086
Acinonyx jubatus,26.58379,-24.59097
Acinonyx jubatus,26.58375,-24.59075
Acinonyx jubatus,26.58368,-24.59093
Acinonyx jubatus,26.58362,-24.59099
Acinonyx jubatus,26.58383,-24.59115
Acinonyx jubatus,26.5837,-24.591
Acinonyx jubatus,26.58363,-24.59102
Acinonyx jubatus,26.58366,-24.59097
Acinonyx jubatus,26.58378,-24.59079
Acinonyx jubatus,26.58363,-24.59086
Acinonyx jubatus,26.58385,-24.59073
Acinonyx jubatus,26.58367,-24.59118
Acinonyx jubatus,26.54877,-24.64067
Acinonyx jubatus,26.58379,-24.59088
Acinonyx jubatus,26.58844,-24.59144
Acinonyx jubatus,26.58365,-24.59097
Acinonyx jubatus,26.58369,-24.59111
Acinonyx jubatus,26.58365,-24.59098
Acinonyx jubatus,26.53518,-24.62616
Acinonyx jubatus,26.58381,-24.59098
Acinonyx jubatus,26.66301,-24.54305
Acinonyx jubatus,26.58363,-24.59096
Acinonyx jubatus,26.6653,-24.54697
Acinonyx jubatus,26.58392,-24.59072
Acinonyx jubatus,26.58377,-24.591
Acinonyx jubatus,26.58363,-24.591
Acinonyx jubatus,26.59373,-24.58374
Acinonyx jubatus,26.6575,-24.49431
Acinonyx jubatus,26.58365,-24.59115
Acinonyx jubatus,26.58374,-24.59086
Acinonyx jubatus,26.58365,-24.59096
Acinonyx jubatus,26.58372,-24.59117
Acinonyx jubatus,26.6054,-24.50882
Acinonyx jubatus,26.58388,-24.59073
Acinonyx jubatus,26.67964,-24.57423
Acinonyx jubatus,26.56637,-24.60438
Acinonyx jubatus,26.58362,-24.5909
Acinonyx jubatus,26.62612,-24.57123
Acinonyx jubatus,26.58367,-24.5909
Acinonyx jubatus,26.54789,-24.61979
Acinonyx jubatus,26.58355,-24.59102
Acinonyx jubatus,26.58373,-24.59085
Acinonyx jubatus,26.66636,-24.54361
Acinonyx jubatus,26.66257,-24.54284
Acinonyx jubatus,26.66369,-24.39743
Acinonyx jubatus,26.58363,-24.59094
Acinonyx jubatus,26.58371,-24.59097
Acinonyx jubatus,26.58389,-24.59119
Acinonyx jubatus,26.58358,-24.59097
Acinonyx jubatus,26.58381,-24.59102
Acinonyx jubatus,26.58382,-24.59082
Acinonyx jubatus,26.53831,-24.62398
Acinonyx jubatus,26.58369,-24.59096
Acinonyx jubatus,26.60575,-24.53096
Acinonyx jubatus,26.58393,-24.59113
Acinonyx jubatus,26.5835,-24.59106
Acinonyx jubatus,26.58364,-24.59101
Acinonyx jubatus,26.58362,-24.5909
Acinonyx jubatus,26.58366,-24.59097
Acinonyx jubatus,26.63399,-24.57776
Acinonyx jubatus,26.58366,-24.59091
Acinonyx jubatus,26.58359,-24.59102
Acinonyx jubatus,26.58366,-24.59099
Acinonyx jubatus,26.5835,-24.59073
Acinonyx jubatus,26.5836,-24.59094
Acinonyx jubatus,26.58372,-24.59104
Acinonyx jubatus,26.60557,-24.53569
Acinonyx jubatus,26.58367,-24.59088
Acinonyx jubatus,26.58381,-24.59081
Acinonyx jubatus,26.58365,-24.59102
Acinonyx jubatus,26.5837,-24.59096
Acinonyx jubatus,26.58334,-24.59104
Acinonyx jubatus,26.584,-24.59089
Acinonyx jubatus,26.62076,-24.56082
Acinonyx jubatus,26.58371,-24.5908
Acinonyx jubatus,26.58372,-24.59102
Acinonyx jubatus,26.58383,-24.59076
Acinonyx jubatus,26.58367,-24.59097
Acinonyx jubatus,26.58364,-24.59099
Acinonyx jubatus,26.58369,-24.59099
Acinonyx jubatus,26.58364,-24.59096
Acinonyx jubatus,26.58369,-24.59097
Acinonyx jubatus,26.58364,-24.59093
Acinonyx jubatus,26.5837,-24.59091
Acinonyx jubatus,26.5836,-24.59096
Acinonyx jubatus,26.53274,-24.62535
Acinonyx jubatus,26.58377,-24.59071
Acinonyx jubatus,26.58363,-24.59095
Acinonyx jubatus,26.58369,-24.59101
Acinonyx jubatus,26.60025,-24.56046
Acinonyx jubatus,26.58373,-24.59101
Acinonyx jubatus,26.58363,-24.59109
Acinonyx jubatus,26.58375,-24.59082
Acinonyx jubatus,26.58355,-24.59117
Acinonyx jubatus,26.58359,-24.59097
Acinonyx jubatus,26.52776,-24.62576
Acinonyx jubatus,26.58377,-24.59081
Acinonyx jubatus,26.54341,-24.65614
Acinonyx jubatus,26.58366,-24.59097
Acinonyx jubatus,26.58366,-24.59096
Acinonyx jubatus,26.58365,-24.59105
Acinonyx jubatus,26.58358,-24.59087
Acinonyx jubatus,26.54431,-24.62363
Acinonyx jubatus,26.58375,-24.59111
Acinonyx jubatus,26.52682,-24.63686
Acinonyx jubatus,26.58362,-24.59109
Acinonyx jubatus,26.58369,-24.59099
Acinonyx jubatus,26.58365,-24.59104
Acinonyx jubatus,26.58382,-24.59078
Acinonyx jubatus,26.58367,-24.59096
Acinonyx jubatus,26.58378,-24.59114
Acinonyx jubatus,26.58368,-24.59103
Acinonyx jubatus,26.58374,-24.59083
Acinonyx jubatus,26.58365,-24.59098
Acinonyx jubatus,26.54226,-24.64092
Acinonyx jubatus,26.634,-24.5778
Acinonyx jubatus,26.66642,-24.54555
Acinonyx jubatus,26.53095,-24.60046
Acinonyx jubatus,26.58358,-24.59098
Acinonyx jubatus,26.59604,-24.60159
Acinonyx jubatus,26.54842,-24.61935
Acinonyx jubatus,26.58369,-24.59098
Acinonyx jubatus,26.5318,-24.62348
Acinonyx jubatus,26.58371,-24.59097
Acinonyx jubatus,26.58368,-24.59098
Acinonyx jubatus,26.5836,-24.591
Acinonyx jubatus,26.58367,-24.59102
Acinonyx jubatus,26.58368,-24.59102
Acinonyx jubatus,26.58365,-24.59102
Acinonyx jubatus,26.5836,-24.59115
Acinonyx jubatus,26.58371,-24.59103
Acinonyx jubatus,26.668,-24.56842
Acinonyx jubatus,26.58367,-24.59101
Acinonyx jubatus,26.58365,-24.59095
Acinonyx jubatus,26.58356,-24.59085
Acinonyx jubatus,26.58362,-24.591
Acinonyx jubatus,26.58369,-24.5909
Acinonyx jubatus,26.58383,-24.59105
Acinonyx jubatus,26.58366,-24.59089
