Species,Lon,Lat
Artibeus lituratus,-91.721094,15.472786
Artibeus lituratus,-91.721094,15.472786
Artibeus lituratus,-91.721094,15.472786
Artibeus lituratus,-90.809903,18.6073463
Artibeus lituratus,-88.5884659,20.6986435
Artibeus lituratus,-90.7560146,19.3231458
Artibeus lituratus,-90.7204587,19.3098136
Artibeus lituratus,-90.809903,18.6073463
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-85.46,10.7
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-84,10.43
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-85.72,10.52
Artibeus lituratus,-85.72,10.52
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-85.72,10.55
Artibeus lituratus,-84,10.43
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,-83.6415,9.85885
Artibeus lituratus,-83.866669,9.25
Artibeus lituratus,-83.866669,9.25
Artibeus lituratus,-83.866669,9.25
Artibeus lituratus,0,0
Artibeus lituratus,-90.73449,18.60727
Artibeus lituratus,0,0
Artibeus lituratus,0,0
Artibeus lituratus,-88.027,14.944
Artibeus lituratus,-88.027,14.944
Artibeus lituratus,-92.504616,15.080907
Artibeus lituratus,-86.9175922,20.520877
Artibeus lituratus,-88.034709,19.6148424
Artibeus lituratus,0,0
Artibeus lituratus,0,0
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,-88.027,14.944
Artibeus lituratus,-88.027,14.944
Artibeus lituratus,-105.2306146,21.4885524
Artibeus lituratus,-105.7081782,22.5049193
Artibeus lituratus,-105.1850639,21.5788785
Artibeus lituratus,-105.1850639,21.5788785
Artibeus lituratus,-105.1850639,21.5788785
Artibeus lituratus,-105.2306146,21.4885524
Artibeus lituratus,-73.9783,5.0833
Artibeus lituratus,-83.38,10.1
Artibeus lituratus,-83.38,10.1
Artibeus lituratus,-84.03,10.43
Artibeus lituratus,-84.03,10.43
Artibeus lituratus,-83.38,10.1
Artibeus lituratus,0,0
Artibeus lituratus,0,0
Artibeus lituratus,0,0
Artibeus lituratus,0,0
Artibeus lituratus,-84.0597236,9.9441317
Artibeus lituratus,-84.0597236,9.9441317
Artibeus lituratus,-84.0597236,9.9441317
Artibeus lituratus,-84.0597236,9.9441317
Artibeus lituratus,-83.43,9.85
Artibeus lituratus,-91.81,16.48
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-83.43,9.85
Artibeus lituratus,-92.1,16.89
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-91.81,16.48
Artibeus lituratus,-91.81,16.48
Artibeus lituratus,-83.43,9.85
Artibeus lituratus,-83.43,9.85
Artibeus lituratus,-91.81,16.48
Artibeus lituratus,-91.7,16.4
Artibeus lituratus,-91.7,16.4
Artibeus lituratus,-91.796667,16.536111
Artibeus lituratus,-92.106667,16.885
Artibeus lituratus,-91.796667,16.536111
Artibeus lituratus,-84.0597236,9.9441317
Artibeus lituratus,-89.682837,13.749819
Artibeus lituratus,-86.489184,13.480802
Artibeus lituratus,-86.489184,13.480802
Artibeus lituratus,-86.489184,13.480802
Artibeus lituratus,-86.489184,13.480802
Artibeus lituratus,-86.333333,13.1486
Artibeus lituratus,-86.333333,13.1486
Artibeus lituratus,-86.300621,12.503214
Artibeus lituratus,-104.7692848,19.7886902
Artibeus lituratus,-83.87,9.25
Artibeus lituratus,-83.87,9.25
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-83.87,9.25
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-83.87,9.25
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-74.4902,5.19845
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,-90.219056,18.6709557
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-94.25,16.42
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-83.65,9.9
Artibeus lituratus,-90.73449,18.60727
Artibeus lituratus,-105.3608225,22.5945328
Artibeus lituratus,-105.3608225,22.5945328
Artibeus lituratus,-105.3608225,22.5945328
Artibeus lituratus,-61.516667,10.633333
Artibeus lituratus,-61.516667,10.633333
Artibeus lituratus,0,0
Artibeus lituratus,-92.286667,15.325
Artibeus lituratus,-89.35,15.533333
Artibeus lituratus,-89.35,15.533333
Artibeus lituratus,-59.43794,3.38333
Artibeus lituratus,-59.43794,3.38333
Artibeus lituratus,-59.43794,3.38333
Artibeus lituratus,-59.43794,3.38333
Artibeus lituratus,-77.716667,7.816667
Artibeus lituratus,-92.583562,15.121178
Artibeus lituratus,-92.583562,15.121178
Artibeus lituratus,-92.583562,15.121178
Artibeus lituratus,-92.583562,15.121178
Artibeus lituratus,-92.583562,15.121178
Artibeus lituratus,-92.583562,15.121178
Artibeus lituratus,-81.366667,8.037564
Artibeus lituratus,-81.366667,8.037564
Artibeus lituratus,-104.7149883,19.2367534
Artibeus lituratus,-104.7149883,19.2367534
Artibeus lituratus,-104.7149883,19.2367534
Artibeus lituratus,-104.3380141,19.1157155
Artibeus lituratus,-104.3380141,19.1157155
Artibeus lituratus,-104.3570245,19.0886167
Artibeus lituratus,-104.3570245,19.0886167
Artibeus lituratus,-104.3570245,19.0886167
Artibeus lituratus,-92.47,15.48
Artibeus lituratus,-92.47,15.48
Artibeus lituratus,-93.54,16
Artibeus lituratus,-92.47,15.48
Artibeus lituratus,-92.47,15.48
Artibeus lituratus,-92.47,15.48
Artibeus lituratus,-74.800833,4.303056
Artibeus lituratus,0,0
Artibeus lituratus,0,0
Artibeus lituratus,0,0
Artibeus lituratus,0,0
Artibeus lituratus,-92.286667,15.325
Artibeus lituratus,-93.5875,15.975
Artibeus lituratus,-95.041667,16.608889
Artibeus lituratus,-61.52,10.65
Artibeus lituratus,-61.52,10.65
Artibeus lituratus,-61.52,10.65
Artibeus lituratus,-61.52,10.65
Artibeus lituratus,-61.52,10.65
Artibeus lituratus,-61.52,10.65
Artibeus lituratus,-104.6580964,19.334028
Artibeus lituratus,-61.52,10.65
Artibeus lituratus,-61.52,10.65
Artibeus lituratus,-103.92,19.31
Artibeus lituratus,-104.78,22.49
Artibeus lituratus,-104.78,22.49
Artibeus lituratus,-104.78,22.49
Artibeus lituratus,-61.52,10.65
Artibeus lituratus,-89.623333,17.220833
Artibeus lituratus,-89.623333,17.220833
Artibeus lituratus,0,0
Artibeus lituratus,-84.01667,10.46667
Artibeus lituratus,-93.272222,16.233333
Artibeus lituratus,-47.816666,-24.366667
Artibeus lituratus,-83.43333,9.85
Artibeus lituratus,-89.2,13.7
Artibeus lituratus,-89.2,13.7
Artibeus lituratus,-89.2,13.7
Artibeus lituratus,-89.2,13.7
Artibeus lituratus,-89.2,13.7
Artibeus lituratus,-89.2,13.7
Artibeus lituratus,-83.38,10.1
Artibeus lituratus,-61.4,10.68
Artibeus lituratus,-61.52,10.65
Artibeus lituratus,-95.04,17.09
Artibeus lituratus,-83.62,9.26
Artibeus lituratus,-61.52,10.65
Artibeus lituratus,-83.7,9.38
Artibeus lituratus,-61.4,10.68
Artibeus lituratus,-61.52,10.65
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-89.18,13.78
Artibeus lituratus,-83.38,10.1
Artibeus lituratus,-61.4,10.68
Artibeus lituratus,-84.02,10.47
Artibeus lituratus,-95.04,17.09
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-89.18,13.78
Artibeus lituratus,-84.71,9.99
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-89.18,13.78
Artibeus lituratus,-84.06,9.94
Artibeus lituratus,-84.02,10.47
Artibeus lituratus,-89.18,13.78
Artibeus lituratus,-83.7,9.38
Artibeus lituratus,-84.02,10.47
Artibeus lituratus,-95.108333,17.125
Artibeus lituratus,-95.108333,17.125
Artibeus lituratus,-47.75,-24.25
Artibeus lituratus,-93.68,16.02
Artibeus lituratus,-84,10.43
Artibeus lituratus,-84.2,9.92
Artibeus lituratus,-79.958611,9.365
Artibeus lituratus,-93.683889,16.025833
Artibeus lituratus,-99.325555,18.729444
Artibeus lituratus,-99.325555,18.729444
Artibeus lituratus,-97.5350707,20.8980553
Artibeus lituratus,-97.5350707,20.8980553
Artibeus lituratus,-97.5350707,20.8980553
Artibeus lituratus,-74.8008,4.3031
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,0,0
Artibeus lituratus,0,0
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-99.2658494,22.3633328
Artibeus lituratus,-74.9494,4.5847
Artibeus lituratus,-74.9494,4.5847
Artibeus lituratus,-74.9494,4.5847
Artibeus lituratus,-74.9494,4.5847
Artibeus lituratus,-74.8008,4.3031
Artibeus lituratus,-73.635,4.153333
Artibeus lituratus,-73.635,4.153333
Artibeus lituratus,-73.635,4.153333
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,0,0
Artibeus lituratus,-103.934167,19.315278
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-47.966667,-24.383333
Artibeus lituratus,-74.8008,4.3031
Artibeus lituratus,-74.8008,4.3031
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.800833,4.303056
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-74.79446,4.30945
Artibeus lituratus,-92.895123,15.999289
Artibeus lituratus,-92.895123,15.999289
Artibeus lituratus,-92.895123,15.999289
Artibeus lituratus,-92.895123,15.999289
Artibeus lituratus,-92.895123,15.999289
Artibeus lituratus,-94.696779,17.967571
Artibeus lituratus,-94.696779,17.967571
Artibeus lituratus,-92.895123,15.999289
Artibeus lituratus,-92.895123,15.999289
Artibeus lituratus,-92.895123,15.999289
Artibeus lituratus,-92.895123,15.999289
Artibeus lituratus,-96.491667,15.952778
Artibeus lituratus,-96.491667,15.952778
Artibeus lituratus,-96.491667,15.925556
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,-94.716396,17.963893
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,-94.716396,17.963893
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,-94.691667,17.975
Artibeus lituratus,-94.691667,17.975
Artibeus lituratus,-104.369444,19.770833
Artibeus lituratus,-103.69,19.28
Artibeus lituratus,-103.69,19.28
Artibeus lituratus,-103.69,19.28
Artibeus lituratus,-103.69,19.28
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9139503,17.5487248
Artibeus lituratus,-92.9139503,17.5487248
Artibeus lituratus,-92.952806,17.548102
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-82.51577,9.45922
Artibeus lituratus,-82.51577,9.45922
Artibeus lituratus,-90.125005,16.67611
Artibeus lituratus,-90.125005,16.67611
Artibeus lituratus,-90.21667,16.01667
Artibeus lituratus,-90.21667,16.01667
Artibeus lituratus,-90.21667,16.01667
Artibeus lituratus,-97.3745112,20.9849959
Artibeus lituratus,-95.04,17.22
Artibeus lituratus,-95.044257,17.217127
Artibeus lituratus,-67.77,10.4
Artibeus lituratus,-67.77,10.4
Artibeus lituratus,-67.77,10.4
Artibeus lituratus,-67.77,10.4
Artibeus lituratus,-67.68528,10.34917
Artibeus lituratus,-67.68528,10.34917
Artibeus lituratus,-97.401005,20.943399
Artibeus lituratus,0,0
Artibeus lituratus,-92.952806,17.548102
Artibeus lituratus,-95.125,17.241667
Artibeus lituratus,-91.5359182,17.8077157
Artibeus lituratus,-91.5359182,17.8077157
Artibeus lituratus,-91.5359182,17.7997161
Artibeus lituratus,-97.9600965,21.0918483
Artibeus lituratus,-97.9600965,21.0918483
Artibeus lituratus,-105.17,21.54
Artibeus lituratus,-95.04,17.22
Artibeus lituratus,-105.17,21.54
Artibeus lituratus,-105.17,21.54
Artibeus lituratus,-67.67,10.35
Artibeus lituratus,-67.67,10.35
Artibeus lituratus,0,0
Artibeus lituratus,0,0
Artibeus lituratus,0,0
Artibeus lituratus,-95.125,17.241667
Artibeus lituratus,-70.76667,-13.4
Artibeus lituratus,-92.959658,16.618463
Artibeus lituratus,-90.21667,16.01667
Artibeus lituratus,-90.21667,16.01667
Artibeus lituratus,-74.912778,5.201111
Artibeus lituratus,-73.6825,5.881111
Artibeus lituratus,-73.6825,5.881111
Artibeus lituratus,-73.6825,5.881111
Artibeus lituratus,-73.6825,5.881111
Artibeus lituratus,-73.6825,5.881111
Artibeus lituratus,-93.013896,16.706942
Artibeus lituratus,-88.372,18.383
Artibeus lituratus,-88.372,18.383
Artibeus lituratus,-88.372,18.383
Artibeus lituratus,-88.372,18.383
Artibeus lituratus,-88.372,18.383
Artibeus lituratus,-88.372,18.383
Artibeus lituratus,-88.372,18.383
Artibeus lituratus,-88.372,18.383
Artibeus lituratus,-88.372,18.383
Artibeus lituratus,-88.372,18.383
Artibeus lituratus,-88.372,18.383
Artibeus lituratus,-85.241032,10.385715
Artibeus lituratus,-105.2,21.62
Artibeus lituratus,-105.159715,21.54125
Artibeus lituratus,-105.17,21.54
Artibeus lituratus,-73.13,7.13
Artibeus lituratus,-105.17,21.54
Artibeus lituratus,-73.13,7.13
Artibeus lituratus,-105.17,21.54
Artibeus lituratus,-73.13,7.13
Artibeus lituratus,-73.13,7.13
Artibeus lituratus,-73.13,7.13
Artibeus lituratus,-105.17,21.54
Artibeus lituratus,-73.13,7.13
Artibeus lituratus,-105.159715,21.54125
Artibeus lituratus,-105.159715,21.54125
Artibeus lituratus,-105.159715,21.54125
Artibeus lituratus,-105.159715,21.54125
Artibeus lituratus,0,0
Artibeus lituratus,-70.966667,-12.333333
Artibeus lituratus,-83.68,9.9
Artibeus lituratus,-103.92,19.32
Artibeus lituratus,-92.153444,14.996106
Artibeus lituratus,-92.153444,14.996106
Artibeus lituratus,-92.895123,15.999289
Artibeus lituratus,-92.895123,15.999289
Artibeus lituratus,-92.895123,15.999289
Artibeus lituratus,-105.902779,23.4248547
Artibeus lituratus,-105.902779,23.4248547
Artibeus lituratus,-105.902779,23.4248547
Artibeus lituratus,-105.902779,23.4248547
Artibeus lituratus,-105.902779,23.4248547
Artibeus lituratus,-105.902779,23.4248547
Artibeus lituratus,-105.902779,23.4248547
Artibeus lituratus,0,0
Artibeus lituratus,0,0
Artibeus lituratus,0,0
Artibeus lituratus,-104.277409,19.092184
Artibeus lituratus,-61.5,10.1333
Artibeus lituratus,-103.8,19.05
Artibeus lituratus,-61.516667,10.133333
Artibeus lituratus,-61.516667,10.633333
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.9379509,17.5487247
Artibeus lituratus,-92.952806,17.548102
Artibeus lituratus,-92.9375,17.548056
Artibeus lituratus,-38.483333,-12.966667
Artibeus lituratus,-38.483333,-12.966667
Artibeus lituratus,-89.61333,17.225
Artibeus lituratus,-103.73,19.24
Artibeus lituratus,-103.73,19.24
Artibeus lituratus,-103.73,19.24
Artibeus lituratus,-103.73,19.24
Artibeus lituratus,-61.041667,10.166667
Artibeus lituratus,-61.041667,10.166667
Artibeus lituratus,-93.116389,16.7525
Artibeus lituratus,-103.72,18.71
Artibeus lituratus,-103.72,18.71
Artibeus lituratus,-103.72,18.71
Artibeus lituratus,-103.73,19.24
Artibeus lituratus,-103.83,19.08
Artibeus lituratus,-103.73,19.24
Artibeus lituratus,-103.72,18.71
Artibeus lituratus,-103.9,19.13
Artibeus lituratus,-103.72,18.71
Artibeus lituratus,-103.9,19.13
Artibeus lituratus,-103.72,18.71
Artibeus lituratus,-103.9,19.13
Artibeus lituratus,-103.73,19.24
Artibeus lituratus,-103.72,18.71
Artibeus lituratus,-103.72,18.71
Artibeus lituratus,-103.72,18.71
Artibeus lituratus,-103.9,19.13
Artibeus lituratus,-103.766667,18.713885
Artibeus lituratus,-103.766667,18.713885
Artibeus lituratus,-103.766667,18.713885
Artibeus lituratus,-103.69,19.28
Artibeus lituratus,-103.69,19.28
Artibeus lituratus,-103.69,19.28
Artibeus lituratus,-103.69,19.28
Artibeus lituratus,-103.69,19.28
Artibeus lituratus,-98.348699,17.406587
Artibeus lituratus,-98.348699,17.406587
Artibeus lituratus,-98.348699,17.406587
Artibeus lituratus,-103.91,18.88
Artibeus lituratus,0,0
Artibeus lituratus,-78.45,1.433333
Artibeus lituratus,-78.45,1.433333
Artibeus lituratus,-96.107222,19.100833
Artibeus lituratus,-96.107222,19.100833
Artibeus lituratus,-107.3647,24.32299
Artibeus lituratus,-107.3647,24.32299
Artibeus lituratus,-107.3647,24.32299
Artibeus lituratus,-107.3647,24.32299
Artibeus lituratus,-107.3647,24.32299
Artibeus lituratus,-107.3647,24.32299
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,0,0
Artibeus lituratus,-99.4676245,17.3619356
Artibeus lituratus,-55.5,-3.666667
Artibeus lituratus,-55.5,-3.666667
Artibeus lituratus,-55.5,-3.666667
Artibeus lituratus,-88.31667,16.98333
Artibeus lituratus,-88.31667,16.98333
Artibeus lituratus,-88.31667,16.98333
Artibeus lituratus,-88.31667,16.98333
Artibeus lituratus,-57.816669,-2.76667
Artibeus lituratus,-103.83,19.08
Artibeus lituratus,-61.51667,10.65
Artibeus lituratus,-76.6,2.45
Artibeus lituratus,-103.83,19.08
Artibeus lituratus,-103.83,19.08
Artibeus lituratus,-55.5,-3.666667
Artibeus lituratus,-103.83,19.08
Artibeus lituratus,-103.83,19.08
Artibeus lituratus,-103.83,19.08
Artibeus lituratus,-76.583333,3.25
Artibeus lituratus,-55.5,-3.666667
Artibeus lituratus,-89.966667,15.316667
Artibeus lituratus,-89.15,15.366667
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,-72.76667,-3.433333
Artibeus lituratus,-99.4676245,17.3619356
Artibeus lituratus,-99.4676245,17.3619356
Artibeus lituratus,-99.4676245,17.3619356
Artibeus lituratus,-99.4676245,17.3619356
Artibeus lituratus,-99.044444,22.645556
Artibeus lituratus,-61.3667,10.4
Artibeus lituratus,-99.064719,21.3948
Artibeus lituratus,-83.68,9.9
Artibeus lituratus,-83.68,9.9
Artibeus lituratus,-61.5167,10.65
Artibeus lituratus,-61.5167,10.65
Artibeus lituratus,-61.5167,10.65
Artibeus lituratus,-61.5167,10.65
Artibeus lituratus,-74.583336,-3.333333
Artibeus lituratus,-74.583336,-3.333333
Artibeus lituratus,-74.583336,-3.333333
Artibeus lituratus,-74.583336,-3.333333
Artibeus lituratus,-61.516667,10.663889
Artibeus lituratus,-61.516667,10.663889
Artibeus lituratus,-61.516667,10.663889
Artibeus lituratus,-61.65,10.166667
Artibeus lituratus,-107.3680976,24.3094301
Artibeus lituratus,-107.3680976,24.3094301
Artibeus lituratus,-107.3680976,24.3094301
Artibeus lituratus,-107.3680976,24.3094301
Artibeus lituratus,-107.3680976,24.3094301
Artibeus lituratus,-107.3680976,24.3094301
Artibeus lituratus,-107.3680976,24.3094301
Artibeus lituratus,-107.3680976,24.3094301
Artibeus lituratus,-107.3680976,24.3094301
Artibeus lituratus,-107.3680976,24.3094301
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-107.3680977,24.3239805
Artibeus lituratus,-61.5167,10.65
Artibeus lituratus,-61.5167,10.65
Artibeus lituratus,0,0
Artibeus lituratus,0,0
Artibeus lituratus,-61.5167,10.65
Artibeus lituratus,-72.766663,-3.433333
Artibeus lituratus,-61.5167,10.65
Artibeus lituratus,0.0014844,0.0019274
Artibeus lituratus,-89.61333,17.225
Artibeus lituratus,-86.3045409,12.117613
Artibeus lituratus,-86.3045409,12.117613
Artibeus lituratus,-86.3045409,12.117613
Artibeus lituratus,-86.3045409,12.117613
Artibeus lituratus,-86.3045409,12.117613
Artibeus lituratus,-86.3045409,12.117613
Artibeus lituratus,-86.3045409,12.117613
Artibeus lituratus,-86.3045409,12.117613
Artibeus lituratus,-86.3045409,12.117613
Artibeus lituratus,-61.49,10.65
Artibeus lituratus,-61.516667,10.663889
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.189778,12.0410172
Artibeus lituratus,-86.3045409,12.117613
Artibeus lituratus,-48.74,-13.77
Artibeus lituratus,-48.74,-13.77
Artibeus lituratus,-61.656639,10.19505
Artibeus lituratus,-86.3045409,12.117613
Artibeus lituratus,-86.3045409,12.117613
Artibeus lituratus,-86.2574793,11.8970646
Artibeus lituratus,-86.2574793,11.8970646
Artibeus lituratus,-86.3045409,12.117613
Artibeus lituratus,-86.3045409,12.117613
