Sp,Lon,Lat
Trimeresurus_polygons,100.758333333333,18.875
Trimeresurus_polygons,103.658333333333,20.8916666666667
Trimeresurus_polygons,100.841666666667,29.5083333333333
Trimeresurus_albolabris,99.075,23.8916666666667
Trimeresurus_polygons,110.441666666667,27.975
Trimeresurus_sumatranus,116.041666666667,5.75833333333333
Trimeresurus_toba,97.7916666666667,2.775
Trimeresurus_polygons,102.591666666667,17.5083333333333
Trimeresurus_wiroti,103.791666666667,1.80833333333333
Trimeresurus_gramineus,82.6416666666667,20.2416666666667
Trimeresurus_sabahi,100.358333333333,6.44166666666667
Trimeresurus_polygons,117.691666666667,29.525
Trimeresurus_puniceus,103.575,-0.924999999999999
Trimeresurus_polygons,115.608333333333,27.2583333333333
Trimeresurus_gramineus,75.1416666666667,14.5583333333333
Trimeresurus_yunnanensis,101.191666666667,27.025
Trimeresurus_stejnegeri,101.491666666667,22.875
Trimeresurus_polygons,97.6416666666667,26.6083333333333
Trimeresurus_stejnegeri,109.225,19.1083333333333
Trimeresurus_polygons,99.125,9.54166666666666
Trimeresurus_gramineus,81.275,22.2083333333333
Trimeresurus_albolabris,96.025,24.875
Trimeresurus_polygons,99.8916666666667,2.19166666666666
Trimeresurus_polygons,109.758333333333,27.2416666666667
Trimeresurus_albolabris,99.9083333333333,22.7083333333333
Trimeresurus_sumatranus,110.175,1.375
Trimeresurus_borneensis,118.508333333333,5.54166666666667
Trimeresurus_puniceus,104.758333333333,-4.575
Trimeresurus_polygons,100.425,18.2416666666667
Trimeresurus_polygons,116.225,-8.90833333333333
Trimeresurus_polygons,118.008333333333,29.7916666666667
Trimeresurus_polygons,94.0416666666667,23.025
Trimeresurus_polygons,93.525,25.0083333333333
Trimeresurus_polygons,118.608333333333,25.375
Trimeresurus_polygons,95.8083333333333,26.8416666666667
Trimeresurus_albolabris,109.941666666667,24.4583333333333
Trimeresurus_polygons,102.691666666667,27.475
Trimeresurus_macrops,103.958333333333,14.5416666666667
Trimeresurus_gramineus,74.3416666666667,15.4416666666667
Trimeresurus_polygons,112.191666666667,31.1083333333333
Trimeresurus_albolabris,105.608333333333,26.1083333333333
Trimeresurus_polygons,114.425,-1.675
Trimeresurus_albolabris,97.4416666666667,22.525
Trimeresurus_hageni,103.291666666667,1.99166666666666
Trimeresurus_polygons,115.375,-3.84166666666667
Trimeresurus_sumatranus,101.325,6.40833333333333
Trimeresurus_polygons,120.041666666667,11.925
Trimeresurus_polygons,98.0416666666667,18.125
Trimeresurus_borneensis,109.341666666667,0.958333333333333
Trimeresurus_polygons,109.908333333333,31.1916666666667
Trimeresurus_polygons,104.275,21.8916666666667
Trimeresurus_albolabris,108.541666666667,24.1916666666667
Trimeresurus_albolabris,103.158333333333,14.275
Trimeresurus_andalasensis,100.125,1.49166666666667
Trimeresurus_polygons,103.508333333333,27.1916666666667
Trimeresurus_toba,99.8083333333333,2.79166666666667
Trimeresurus_albolabris,94.7416666666667,20.725
Trimeresurus_stejnegeri,105.975,9.575
Trimeresurus_gramineus,77.3083333333333,22.8083333333333
Trimeresurus_polygons,104.775,26.6416666666667
Trimeresurus_polygons,93.375,22.425
Trimeresurus_hageni,104.175,-2.775
Trimeresurus_sumatranus,114.591666666667,2.34166666666667
Trimeresurus_polygons,80.125,9.34166666666667
Trimeresurus_polygons,80.9916666666667,7.95833333333333
Trimeresurus_albolabris,103.091666666667,25.9583333333333
Trimeresurus_polygons,75.5916666666667,15.1083333333333
Trimeresurus_polygons,100.441666666667,25.7083333333333
Trimeresurus_gramineus,77.6583333333333,16.4083333333333
Trimeresurus_fucatus,102.908333333333,3.30833333333333
Trimeresurus_polygons,78.5583333333333,18.4083333333333
Trimeresurus_malabaricus,73.7916666666667,17.625
Trimeresurus_albolabris,102.841666666667,20.075
Trimeresurus_albolabris,84.175,27.5083333333333
Trimeresurus_yunnanensis,103.125,25.825
Trimeresurus_polygons,105.025,-4.15833333333333
Trimeresurus_polygons,99.4083333333333,8.34166666666667
Trimeresurus_albolabris,111.391666666667,24.7916666666667
Trimeresurus_polygons,97.9083333333333,26.725
Trimeresurus_popeiorum,92.5083333333333,23.525
Trimeresurus_insularis,126.291666666667,-7.69166666666667
Trimeresurus_albolabris,99.7083333333333,24.725
Trimeresurus_insularis,112.958333333333,-8.09166666666667
Trimeresurus_albolabris,104.975,24.825
Trimeresurus_albolabris,98.4083333333333,23.9583333333333
Trimeresurus_polygons,122.075,16.5083333333333
Trimeresurus_macrops,103.108333333333,14.2416666666667
Trimeresurus_polygons,92.6916666666667,25.6083333333333
Trimeresurus_polygons,113.158333333333,2.79166666666667
Trimeresurus_yunnanensis,103.458333333333,24.5083333333333
Trimeresurus_polygons,95.875,16.4916666666667
Trimeresurus_stejnegeri,105.191666666667,9.60833333333333
Trimeresurus_albolabris,100.941666666667,27.0916666666667
Trimeresurus_borneensis,113.375,2.20833333333333
Trimeresurus_polygons,110.358333333333,27.6416666666667
Trimeresurus_sumatranus,104.108333333333,-2.70833333333333
Trimeresurus_albolabris,96.5583333333333,26.925
Trimeresurus_polygons,120.858333333333,15.8416666666667
Trimeresurus_rubeus,107.575,11.425
Trimeresurus_medoensis,96.875,28.975
Trimeresurus_polygons,99.4416666666667,23.8083333333333
Trimeresurus_macrops,104.941666666667,15.725
Trimeresurus_stejnegeri,111.041666666667,27.4916666666667
Trimeresurus_polygons,104.925,21.125
Trimeresurus_sumatranus,103.725,-2.875
Trimeresurus_polygons,104.891666666667,22.1583333333333
Trimeresurus_vogeli,108.341666666667,11.5916666666667
Trimeresurus_albolabris,94.075,21.975
Trimeresurus_andalasensis,99.7916666666667,2.225
Trimeresurus_polygons,113.408333333333,26.5083333333333
Trimeresurus_albolabris,111.925,23.125
Trimeresurus_stejnegeri,110.291666666667,21.7416666666667
Trimeresurus_sumatranus,110.775,0.858333333333333
Trimeresurus_stejnegeri,120.108333333333,28.475
Trimeresurus_polygons,110.375,-1.05833333333334
Trimeresurus_albolabris,102.208333333333,14.2416666666667
Trimeresurus_polygons,116.291666666667,1.60833333333333
Trimeresurus_polygons,110.275,22.2416666666667
Trimeresurus_polygons,107.408333333333,24.9416666666667
Trimeresurus_albolabris,115.208333333333,23.625
Trimeresurus_albolabris,111.591666666667,23.475
Trimeresurus_stejnegeri,100.325,29.7083333333333
Trimeresurus_sumatranus,99.175,0.541666666666666
Trimeresurus_flavomaculatus,121.225,18.1916666666667
Trimeresurus_polygons,104.441666666667,11.2083333333333
Trimeresurus_gramineus,85.225,22.9416666666667
Trimeresurus_gramineus,78.6416666666667,15.8416666666667
Trimeresurus_sabahi,103.025,5.34166666666667
Trimeresurus_stejnegeri,105.975,28.825
Trimeresurus_puniceus,104.341666666667,-0.458333333333332
Trimeresurus_stejnegeri,117.408333333333,24.375
Trimeresurus_puniceus,101.875,-0.0583333333333327
Trimeresurus_gramineus,74.3083333333333,15.875
Trimeresurus_popeiorum,93.4416666666667,27.8583333333333
Trimeresurus_sumatranus,103.141666666667,2.15833333333333
Trimeresurus_sabahi,98.7583333333333,10.5583333333333
Trimeresurus_polygons,116.258333333333,23.0083333333333
Trimeresurus_polygons,99.275,22.2583333333333
Trimeresurus_borneensis,113.225,3.35833333333333
Trimeresurus_polygons,113.758333333333,28.1583333333333
Trimeresurus_gramineus,76.7583333333333,11.8416666666667
Trimeresurus_gunaleni,99.9083333333333,0.275
Trimeresurus_polygons,125.541666666667,5.94166666666667
Trimeresurus_macrops,103.508333333333,17.2916666666667
Trimeresurus_stejnegeri,109.725,19.8083333333333
Trimeresurus_stejnegeri,96.4416666666667,27.625
Trimeresurus_popeiorum,97.475,27.3583333333333
Trimeresurus_gumprechti,102.808333333333,18.325
Trimeresurus_polygons,100.691666666667,-1.575
Trimeresurus_sumatranus,102.125,0.258333333333333
Trimeresurus_borneensis,111.208333333333,0.0250000000000004
Trimeresurus_polygons,78.775,20.1416666666667
Trimeresurus_polygons,111.058333333333,28.9916666666667
Trimeresurus_stejnegeri,113.625,27.575
Trimeresurus_polygons,74.6916666666667,22.675
Trimeresurus_borneensis,116.525,5.20833333333333
Trimeresurus_sumatranus,103.941666666667,-2.825
Trimeresurus_stejnegeri,106.641666666667,22.225
Trimeresurus_polygons,101.841666666667,17.975
Trimeresurus_polygons,97.6416666666667,27.5416666666667
Trimeresurus_polygons,91.5916666666667,25.425
Trimeresurus_albolabris,98.9083333333333,17.8916666666667
Trimeresurus_cardamomensis,103.575,11.4583333333333
Trimeresurus_macrops,101.308333333333,14.425
Trimeresurus_stejnegeri,119.041666666667,27.6416666666667
Trimeresurus_polygons,117.458333333333,5.30833333333333
Trimeresurus_macrops,101.091666666667,14.7916666666667
Trimeresurus_albolabris,111.641666666667,21.7583333333333
Trimeresurus_polygons,118.391666666667,28.5416666666667
Trimeresurus_albolabris,118.825,25.2416666666667
Trimeresurus_hageni,96.3583333333333,3.89166666666666
Trimeresurus_wiroti,102.158333333333,4.55833333333333
Trimeresurus_popeiorum,100.791666666667,18.6416666666667
Trimeresurus_polygons,97.8583333333333,22.5583333333333
Trimeresurus_stejnegeri,106.808333333333,26.9583333333333
Trimeresurus_polygons,97.9916666666667,25.825
Trimeresurus_albolabris,101.641666666667,17.4083333333333
Trimeresurus_polygons,95.925,28.9416666666667
Trimeresurus_polygons,110.291666666667,30.4583333333333
Trimeresurus_fucatus,99.425,8.20833333333333
Trimeresurus_sumatranus,104.425,-4.19166666666667
Trimeresurus_polygons,106.475,28.2083333333333
Trimeresurus_polygons,89.975,25.7916666666667
Trimeresurus_popeiorum,97.6416666666667,18.625
Trimeresurus_polygons,77.2583333333333,18.7416666666667
Trimeresurus_polygons,80.5083333333333,8.675
Trimeresurus_gracilis,121.525,24.7916666666667
Trimeresurus_barati,102.491666666667,-1.975
Trimeresurus_polygons,114.575,25.8416666666667
Trimeresurus_hageni,103.341666666667,4.64166666666666
Trimeresurus_stejnegeri,104.858333333333,19.4083333333333
Trimeresurus_toba,98.525,2.525
Trimeresurus_polygons,93.5083333333333,28.0583333333333
Trimeresurus_polygons,80.1916666666667,23.2916666666667
Trimeresurus_puniceus,104.641666666667,-4.05833333333333
Trimeresurus_strigatus,77.175,9.275
Trimeresurus_sabahi,102.125,-0.641666666666667
Trimeresurus_stejnegeri,104.325,33.7583333333333
Trimeresurus_toba,98.925,2.74166666666667
Trimeresurus_polygons,96.3916666666667,24.8083333333333
Trimeresurus_macrops,103.708333333333,17.325
Trimeresurus_polygons,77.8916666666667,16.7916666666667
Trimeresurus_albolabris,97.5916666666667,25.075
Trimeresurus_stejnegeri,98.9916666666667,23.675
Trimeresurus_popeiorum,99.425,16.875
Trimeresurus_polygons,76.975,11.3583333333333
Trimeresurus_polygons,110.041666666667,25.4916666666667
Trimeresurus_polygons,101.208333333333,24.1083333333333
Trimeresurus_stejnegeri,105.825,11.9916666666667
Trimeresurus_polygons,93.8416666666667,22.475
Trimeresurus_albolabris,104.875,19.9083333333333
Trimeresurus_polygons,117.058333333333,27.0583333333333
Trimeresurus_flavomaculatus,120.175,14.825
Trimeresurus_stejnegeri,101.025,27.2916666666667
Trimeresurus_puniceus,110.491666666667,-7.85833333333333
Trimeresurus_cardamomensis,104.025,11.225
Trimeresurus_puniceus,104.925,-5.10833333333333
Trimeresurus_popeiorum,94.5583333333333,26.7416666666667
Trimeresurus_sabahi,99.8916666666667,2.925
Trimeresurus_polygons,108.175,21.8416666666667
Trimeresurus_polygons,102.191666666667,21.375
Trimeresurus_polygons,110.858333333333,30.775
Trimeresurus_puniceus,103.691666666667,-4.15833333333333
Trimeresurus_polygons,103.175,20.1583333333333
Trimeresurus_barati,101.358333333333,-1.60833333333333
Trimeresurus_sabahi,99.1083333333333,-1.55833333333334
Trimeresurus_puniceus,104.908333333333,-0.274999999999999
Trimeresurus_polygons,116.341666666667,30.0583333333333
Trimeresurus_polygons,95.6583333333333,19.6583333333333
Trimeresurus_sumatranus,113.108333333333,-0.725000000000001
Trimeresurus_albolabris,94.7583333333333,28.1083333333333
Trimeresurus_popeiorum,94.8583333333333,18.6083333333333
Trimeresurus_polygons,121.308333333333,30.7083333333333
Trimeresurus_albolabris,110.975,27.0583333333333
Trimeresurus_polygons,94.9416666666667,17.4416666666667
Trimeresurus_polygons,116.075,31.0916666666667
Trimeresurus_puniceus,105.408333333333,-2.05833333333333
Trimeresurus_gumprechti,103.825,21.075
Trimeresurus_borneensis,116.591666666667,-1.15833333333333
Trimeresurus_polygons,76.7916666666667,12.3583333333333
Trimeresurus_sabahi,98.8583333333333,9.24166666666667
Trimeresurus_albolabris,102.541666666667,15.075
Trimeresurus_polygons,101.108333333333,18.2083333333333
Trimeresurus_puniceus,103.841666666667,-1.90833333333333
Trimeresurus_stejnegeri,98.175,24.325
Trimeresurus_stejnegeri,105.125,23.7083333333333
Trimeresurus_polygons,97.625,21.125
Trimeresurus_gramineus,77.1583333333333,14.125
Trimeresurus_stejnegeri,96.3916666666667,26.625
Trimeresurus_polygons,98.275,10.825
Trimeresurus_popeiorum,91.875,27.6916666666667
Trimeresurus_polygons,102.108333333333,5.00833333333333
Trimeresurus_yunnanensis,98.9583333333333,25.3583333333333
Trimeresurus_stejnegeri,109.625,22.4916666666667
Trimeresurus_stejnegeri,113.658333333333,26.7416666666667
Trimeresurus_gramineus,76.225,22.2916666666667
Trimeresurus_polygons,100.008333333333,17.9083333333333
Trimeresurus_polygons,74.825,21.4583333333333
Trimeresurus_albolabris,105.008333333333,24.9916666666667
Trimeresurus_polygons,95.7916666666667,26.2916666666667
Trimeresurus_macrops,101.458333333333,16.8916666666667
Trimeresurus_polygons,75.5083333333333,13.075
Trimeresurus_flavomaculatus,120.725,17.9083333333333
Trimeresurus_albolabris,96.2916666666667,21.125
Trimeresurus_polygons,107.175,-7.425
Trimeresurus_popeiorum,92.075,24.175
Trimeresurus_polygons,86.8083333333333,28.275
Trimeresurus_polygons,113.991666666667,-7.975
Trimeresurus_polygons,109.175,-0.0249999999999986
Trimeresurus_albolabris,109.025,22.225
Trimeresurus_albolabris,99.3083333333333,27.225
Trimeresurus_polygons,109.558333333333,31.275
Trimeresurus_gramineus,80.1083333333333,14.5083333333333
Trimeresurus_wiroti,101.491666666667,6.50833333333333
Trimeresurus_sabahi,100.041666666667,7.175
Trimeresurus_albolabris,106.875,12.1083333333333
Trimeresurus_rubeus,107.358333333333,12.225
Trimeresurus_stejnegeri,121.608333333333,24.175
Trimeresurus_borneensis,114.341666666667,-1.125
Trimeresurus_gramineus,78.1416666666667,23.375
Trimeresurus_polygons,96.2416666666667,4.94166666666667
Trimeresurus_polygons,76.4916666666667,22.6083333333333
Trimeresurus_sumatranus,114.525,-3.05833333333334
Trimeresurus_hageni,98.775,-1.04166666666667
Trimeresurus_sumatranus,116.291666666667,-0.358333333333334
Trimeresurus_albolabris,102.275,15.7916666666667
Trimeresurus_stejnegeri,114.975,24.275
